timestamp_iso,accelerometers_std_g,missing_value_reason,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,activity_class,activity_counts,activity_intensity,body_position_left,body_position_right,eda_scl_usiemens,met,pulse_rate_bpm,sleep_detection_stage,step_counts,temperature_celsius,wearing_detection_percentage,hour,minute
2024-03-28 00:00:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,0
2024-03-28 00:01:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,1
2024-03-28 00:02:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,2
2024-03-28 00:03:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,3
2024-03-28 00:04:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,4
2024-03-28 00:05:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,5
2024-03-28 00:06:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,6
2024-03-28 00:07:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,7
2024-03-28 00:08:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,8
2024-03-28 00:09:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,9
2024-03-28 00:10:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,10
2024-03-28 00:11:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,11
2024-03-28 00:12:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,12
2024-03-28 00:13:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,13
2024-03-28 00:14:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,14
2024-03-28 00:15:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,15
2024-03-28 00:16:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,16
2024-03-28 00:17:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,17
2024-03-28 00:18:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,18
2024-03-28 00:19:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,19
2024-03-28 00:20:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,20
2024-03-28 00:21:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,21
2024-03-28 00:22:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,22
2024-03-28 00:23:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,23
2024-03-28 00:24:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,24
2024-03-28 00:25:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,25
2024-03-28 00:26:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,26
2024-03-28 00:27:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,27
2024-03-28 00:28:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,28
2024-03-28 00:29:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,29
2024-03-28 00:30:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,30
2024-03-28 00:31:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,31
2024-03-28 00:32:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,32
2024-03-28 00:33:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,33
2024-03-28 00:34:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,34
2024-03-28 00:35:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,35
2024-03-28 00:36:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,36
2024-03-28 00:37:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,37
2024-03-28 00:38:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,38
2024-03-28 00:39:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,39
2024-03-28 00:40:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,40
2024-03-28 00:41:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,41
2024-03-28 00:42:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,42
2024-03-28 00:43:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,43
2024-03-28 00:44:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,44
2024-03-28 00:45:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,45
2024-03-28 00:46:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,46
2024-03-28 00:47:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,47
2024-03-28 00:48:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,48
2024-03-28 00:49:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,49
2024-03-28 00:50:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,50
2024-03-28 00:51:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,51
2024-03-28 00:52:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,52
2024-03-28 00:53:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,53
2024-03-28 00:54:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,54
2024-03-28 00:55:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,55
2024-03-28 00:56:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,56
2024-03-28 00:57:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,57
2024-03-28 00:58:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,58
2024-03-28 00:59:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,0,59
2024-03-28 01:00:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,0
2024-03-28 01:01:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,1
2024-03-28 01:02:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,2
2024-03-28 01:03:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,3
2024-03-28 01:04:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,4
2024-03-28 01:05:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,5
2024-03-28 01:06:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,6
2024-03-28 01:07:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,7
2024-03-28 01:08:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,8
2024-03-28 01:09:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,9
2024-03-28 01:10:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,10
2024-03-28 01:11:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,11
2024-03-28 01:12:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,12
2024-03-28 01:13:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,13
2024-03-28 01:14:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,14
2024-03-28 01:15:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,15
2024-03-28 01:16:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,16
2024-03-28 01:17:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,17
2024-03-28 01:18:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,18
2024-03-28 01:19:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,19
2024-03-28 01:20:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,20
2024-03-28 01:21:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,21
2024-03-28 01:22:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,22
2024-03-28 01:23:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,23
2024-03-28 01:24:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,24
2024-03-28 01:25:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,25
2024-03-28 01:26:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,26
2024-03-28 01:27:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,27
2024-03-28 01:28:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,28
2024-03-28 01:29:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,29
2024-03-28 01:30:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,30
2024-03-28 01:31:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,31
2024-03-28 01:32:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,32
2024-03-28 01:33:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,33
2024-03-28 01:34:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,34
2024-03-28 01:35:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,35
2024-03-28 01:36:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,36
2024-03-28 01:37:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,37
2024-03-28 01:38:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,38
2024-03-28 01:39:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,39
2024-03-28 01:40:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,40
2024-03-28 01:41:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,41
2024-03-28 01:42:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,42
2024-03-28 01:43:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,43
2024-03-28 01:44:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,44
2024-03-28 01:45:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,45
2024-03-28 01:46:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,46
2024-03-28 01:47:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,47
2024-03-28 01:48:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,48
2024-03-28 01:49:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,49
2024-03-28 01:50:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,50
2024-03-28 01:51:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,51
2024-03-28 01:52:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,52
2024-03-28 01:53:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,53
2024-03-28 01:54:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,54
2024-03-28 01:55:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,55
2024-03-28 01:56:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,56
2024-03-28 01:57:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,57
2024-03-28 01:58:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,58
2024-03-28 01:59:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,1,59
2024-03-28 02:00:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,0
2024-03-28 02:01:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,1
2024-03-28 02:02:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,2
2024-03-28 02:03:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,3
2024-03-28 02:04:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,4
2024-03-28 02:05:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,5
2024-03-28 02:06:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,6
2024-03-28 02:07:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,7
2024-03-28 02:08:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,8
2024-03-28 02:09:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,9
2024-03-28 02:10:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,10
2024-03-28 02:11:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,11
2024-03-28 02:12:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,12
2024-03-28 02:13:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,13
2024-03-28 02:14:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,14
2024-03-28 02:15:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,15
2024-03-28 02:16:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,16
2024-03-28 02:17:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,17
2024-03-28 02:18:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,18
2024-03-28 02:19:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,19
2024-03-28 02:20:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,20
2024-03-28 02:21:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,21
2024-03-28 02:22:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,22
2024-03-28 02:23:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,23
2024-03-28 02:24:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,24
2024-03-28 02:25:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,25
2024-03-28 02:26:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,26
2024-03-28 02:27:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,27
2024-03-28 02:28:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,28
2024-03-28 02:29:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,29
2024-03-28 02:30:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,30
2024-03-28 02:31:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,31
2024-03-28 02:32:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,32
2024-03-28 02:33:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,33
2024-03-28 02:34:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,34
2024-03-28 02:35:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,35
2024-03-28 02:36:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,36
2024-03-28 02:37:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,37
2024-03-28 02:38:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,38
2024-03-28 02:39:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,39
2024-03-28 02:40:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,40
2024-03-28 02:41:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,41
2024-03-28 02:42:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,42
2024-03-28 02:43:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,43
2024-03-28 02:44:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,44
2024-03-28 02:45:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,45
2024-03-28 02:46:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,46
2024-03-28 02:47:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,47
2024-03-28 02:48:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,48
2024-03-28 02:49:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,49
2024-03-28 02:50:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,50
2024-03-28 02:51:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,51
2024-03-28 02:52:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,52
2024-03-28 02:53:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,53
2024-03-28 02:54:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,54
2024-03-28 02:55:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,55
2024-03-28 02:56:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,56
2024-03-28 02:57:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,57
2024-03-28 02:58:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,58
2024-03-28 02:59:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,2,59
2024-03-28 03:00:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,0
2024-03-28 03:01:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,1
2024-03-28 03:02:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,2
2024-03-28 03:03:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,3
2024-03-28 03:04:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,4
2024-03-28 03:05:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,5
2024-03-28 03:06:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,6
2024-03-28 03:07:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,7
2024-03-28 03:08:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,8
2024-03-28 03:09:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,9
2024-03-28 03:10:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,10
2024-03-28 03:11:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,11
2024-03-28 03:12:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,12
2024-03-28 03:13:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,13
2024-03-28 03:14:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,14
2024-03-28 03:15:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,15
2024-03-28 03:16:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,16
2024-03-28 03:17:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,17
2024-03-28 03:18:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,18
2024-03-28 03:19:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,19
2024-03-28 03:20:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,20
2024-03-28 03:21:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,21
2024-03-28 03:22:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,22
2024-03-28 03:23:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,23
2024-03-28 03:24:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,24
2024-03-28 03:25:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,25
2024-03-28 03:26:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,26
2024-03-28 03:27:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,27
2024-03-28 03:28:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,28
2024-03-28 03:29:00+00:00,,device_not_recording,,,,,,,,,,,,,,,,,3,29
