timestamp_iso,accelerometers_std_g,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,activity_class,activity_counts,activity_intensity,body_position_left,body_position_right,eda_scl_usiemens,met,prv_rmssd_ms,pulse_rate_bpm,respiratory_rate_brpm,step_counts,temperature_celsius,wearing_detection_percentage,hour,minute
2024-04-26 00:00:00+00:00,0.047,1014,1436,1933,2612,generic,97.0,MPA,standing,standing,0.32,3.38,,74,,10,27.48,100,0,0
2024-04-26 00:01:00+00:00,0.146,5295,4373,3269,7605,generic,122.0,MPA,standing,standing,0.31,5.76,,78,,34,27.42,100,0,1
2024-04-26 00:02:00+00:00,0.183,3539,4569,4124,7099,generic,147.0,VPA,standing,standing,0.31,7.36,,94,,43,27.3,100,0,2
2024-04-26 00:03:00+00:00,0.137,2315,3710,4909,6574,generic,131.0,VPA,standing,standing,0.32,7.22,,92,,19,27.3,100,0,3
2024-04-26 00:04:00+00:00,0.162,2844,3486,3602,5763,generic,135.0,MPA,standing,standing,0.31,5.6,,89,,37,27.3,100,0,4
2024-04-26 00:05:00+00:00,0.176,2923,3806,3741,6084,generic,118.0,VPA,standing,standing,0.31,8.5,,90,,18,27.21,100,0,5
2024-04-26 00:06:00+00:00,0.158,2693,2675,3543,5192,generic,147.0,VPA,standing,standing,0.3,8.19,,87,,27,27.45,100,0,6
2024-04-26 00:07:00+00:00,0.096,3220,2809,1730,4609,generic,104.0,MPA,standing,standing,0.3,4.52,,102,,13,27.08,100,0,7
2024-04-26 00:08:00+00:00,0.114,3046,2574,2475,4693,generic,99.0,VPA,standing,standing,0.32,7.57,,93,,20,26.56,100,0,8
2024-04-26 00:09:00+00:00,0.183,3481,2684,4533,6314,generic,125.0,VPA,standing,standing,0.31,8.52,,103,,34,26.69,100,0,9
2024-04-26 00:10:00+00:00,0.066,1651,930,1652,2513,generic,73.0,MPA,standing,standing,0.29,4.14,,98,,10,27.09,100,0,10
2024-04-26 00:11:00+00:00,0.204,5192,4933,7412,10306,generic,148.0,VPA,standing,standing,0.3,6.09,,98,,62,27.0,100,0,11
2024-04-26 00:12:00+00:00,0.053,2424,1812,1998,3626,walking,68.0,LPA,miscellaneous,sitting_reclining_lying,0.53,2.82,,114,,22,26.73,100,0,12
2024-04-26 00:13:00+00:00,0.027,417,314,581,781,walking,36.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.54,2.16,,118,,11,26.21,100,0,13
2024-04-26 00:14:00+00:00,0.027,550,193,570,815,walking,51.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.32,2.2,,120,,12,25.72,100,0,14
2024-04-26 00:15:00+00:00,0.016,525,73,200,566,walking,36.0,LPA,standing,sitting_reclining_lying,0.34,2.01,,116,,0,25.81,100,0,15
2024-04-26 00:16:00+00:00,0.032,824,1048,1098,1727,walking,56.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.35,1.88,,123,,0,25.9,100,0,16
2024-04-26 00:17:00+00:00,0.108,3880,3110,3173,5898,generic,138.0,MPA,standing,standing,0.34,4.95,,114,,40,25.94,100,0,17
2024-04-26 00:18:00+00:00,0.063,1696,990,1640,2558,walking,118.0,MPA,standing,standing,0.33,3.39,,94,,7,25.37,100,0,18
