timestamp_iso,accelerometers_std_g,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,activity_class,activity_counts,activity_intensity,body_position_left,body_position_right,eda_scl_usiemens,met,prv_rmssd_ms,pulse_rate_bpm,respiratory_rate_brpm,step_counts,temperature_celsius,wearing_detection_percentage,hour,minute
2024-04-26 00:19:00+00:00,0.009,0,6,5,7,walking,33.0,sedentary,sitting_reclining_lying,standing,0.33,0.95,,80,,0,25.39,100,0,19
2024-04-26 00:20:00+00:00,0.008,0,12,17,20,still,27.0,sedentary,sitting_reclining_lying,standing,0.32,0.95,,71,,0,25.44,100,0,20
2024-04-26 00:21:00+00:00,0.013,142,254,429,518,walking,33.0,sedentary,sitting_reclining_lying,standing,0.32,0.95,,61,,0,25.49,100,0,21
2024-04-26 00:22:00+00:00,0.009,7,69,254,263,walking,40.0,sedentary,sitting_reclining_lying,standing,0.32,0.95,,60,,0,25.53,100,0,22
2024-04-26 00:23:00+00:00,0.072,1411,2170,1442,2962,generic,67.0,MPA,standing,standing,0.32,3.55,,97,,6,25.57,100,0,23
2024-04-26 00:24:00+00:00,0.031,534,1069,809,1443,walking,36.0,MPA,standing,standing,0.32,3.76,,81,,7,25.64,100,0,24
2024-04-26 00:25:00+00:00,0.077,1556,2126,1780,3179,generic,66.0,MPA,standing,standing,0.31,4.54,,72,,6,26.18,100,0,25
2024-04-26 00:26:00+00:00,0.041,1407,1202,1112,2158,walking,66.0,MPA,standing,standing,0.3,3.36,,60,,5,26.59,100,0,26
2024-04-26 00:27:00+00:00,0.064,1781,1991,2275,3508,generic,59.0,MPA,standing,standing,0.3,3.53,,77,,13,26.96,100,0,27
2024-04-26 00:28:00+00:00,0.119,3012,3900,3592,6097,generic,116.0,MPA,standing,standing,0.31,4.15,,72,,33,27.08,100,0,28
2024-04-26 00:29:00+00:00,0.042,910,817,802,1462,still,34.0,MPA,standing,standing,0.32,4.41,,66,,0,27.34,100,0,29
2024-04-26 00:30:00+00:00,0.03,815,772,1284,1705,walking,37.0,LPA,miscellaneous,sitting_reclining_lying,0.32,2.03,,57,,6,27.51,100,0,30
2024-04-26 00:31:00+00:00,0.078,2044,1993,1600,3272,generic,95.0,MPA,standing,standing,0.31,3.9,,68,,13,27.6,100,0,31
2024-04-26 00:32:00+00:00,0.024,327,78,130,360,walking,64.0,sedentary,sitting_reclining_lying,miscellaneous,0.3,1.38,,61,,5,27.63,100,0,32
2024-04-26 00:33:00+00:00,0.106,3587,2090,1780,4516,generic,128.0,MPA,standing,standing,0.3,4.84,,63,,45,27.67,100,0,33
2024-04-26 00:34:00+00:00,0.067,1448,1025,2436,3013,generic,95.0,LPA,miscellaneous,sitting_reclining_lying,0.32,2.48,,77,,24,27.69,100,0,34
2024-04-26 00:35:00+00:00,0.03,484,422,720,964,walking,36.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.33,2.92,,81,,0,27.9,100,0,35
2024-04-26 00:36:00+00:00,0.079,2277,1335,1760,3172,generic,112.0,MPA,standing,standing,0.33,4.99,,80,,11,27.82,100,0,36
2024-04-26 00:37:00+00:00,0.083,3118,2001,3133,4851,generic,127.0,MPA,standing,standing,0.31,3.76,,85,,62,27.82,100,0,37
2024-04-26 00:38:00+00:00,0.092,2844,2231,5445,6535,generic,145.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.33,2.13,,88,,66,27.91,100,0,38
2024-04-26 00:39:00+00:00,0.062,1631,1353,2212,3063,walking,78.0,LPA,standing,sitting_reclining_lying,0.33,2.49,,87,,27,28.2,100,0,39
2024-04-26 00:40:00+00:00,0.034,732,458,990,1313,walking,56.0,MPA,standing,standing,0.3,5.19,,90,,5,28.54,100,0,40
2024-04-26 00:41:00+00:00,0.007,10,0,49,50,still,17.0,sedentary,standing,sitting_reclining_lying,0.3,0.95,,94,,0,28.74,100,0,41
2024-04-26 00:42:00+00:00,0.022,834,700,492,1194,walking,41.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.31,1.47,,67,,0,28.9,100,0,42
2024-04-26 00:43:00+00:00,0.084,1749,1507,1934,3011,generic,97.0,VPA,standing,standing,0.31,8.52,,67,,10,28.9,100,0,43
2024-04-26 00:44:00+00:00,0.068,2111,1272,1743,3018,walking,111.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.29,2.04,,68,,40,28.84,100,0,44
2024-04-26 00:45:00+00:00,0.104,3489,1948,3760,5486,generic,132.0,MPA,standing,standing,0.3,3.42,,75,,60,28.78,100,0,45
2024-04-26 00:46:00+00:00,0.066,2017,1184,2657,3539,generic,113.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.32,2.13,,88,,27,28.7,100,0,46
2024-04-26 00:47:00+00:00,0.009,36,0,0,36,walking,27.0,sedentary,sitting_reclining_lying,standing,0.31,0.95,,99,,0,28.68,100,0,47
2024-04-26 00:48:00+00:00,0.013,119,48,68,145,walking,27.0,sedentary,sitting_reclining_lying,standing,0.3,0.95,,91,,0,28.73,100,0,48
2024-04-26 00:49:00+00:00,0.01,0,5,106,106,walking,32.0,sedentary,sitting_reclining_lying,standing,0.3,0.95,,84,,0,28.8,100,0,49
2024-04-26 00:50:00+00:00,0.009,0,0,0,0,walking,24.0,sedentary,sitting_reclining_lying,standing,0.3,0.95,,90,,0,28.86,100,0,50
2024-04-26 00:51:00+00:00,0.017,754,225,391,878,walking,40.0,sedentary,sitting_reclining_lying,standing,0.3,1.32,,109,,0,28.91,100,0,51
2024-04-26 00:52:00+00:00,0.017,123,209,189,307,walking,47.0,sedentary,sitting_reclining_lying,standing,0.3,1.2,,110,,0,28.95,100,0,52
2024-04-26 00:53:00+00:00,0.011,0,0,0,0,walking,41.0,sedentary,sitting_reclining_lying,standing,0.3,0.95,,103,,0,28.96,100,0,53
2024-04-26 00:54:00+00:00,0.011,116,11,2,116,walking,41.0,sedentary,sitting_reclining_lying,standing,0.29,0.95,,78,,0,28.98,100,0,54
2024-04-26 00:55:00+00:00,0.166,4902,3323,3339,6798,walking,126.0,VPA,standing,standing,0.29,7.54,,74,,72,28.92,100,0,55
2024-04-26 00:56:00+00:00,0.058,888,1146,1589,2150,walking,74.0,MPA,standing,standing,0.3,3.44,,84,,12,28.85,100,0,56
2024-04-26 00:57:00+00:00,0.138,3956,2370,4029,6123,generic,123.0,MPA,standing,standing,0.32,5.7,,78,,43,29.37,100,0,57
2024-04-26 00:58:00+00:00,0.069,924,649,778,1371,walking,69.0,MPA,standing,standing,0.32,5.45,,68,,18,29.74,100,0,58
2024-04-26 00:59:00+00:00,0.052,1340,408,712,1571,walking,115.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.32,1.51,,80,,23,29.88,100,0,59
2024-04-26 01:00:00+00:00,0.025,989,318,685,1244,walking,67.0,sedentary,sitting_reclining_lying,standing,0.33,1.1,,75,,0,30.03,100,1,0
2024-04-26 01:01:00+00:00,0.012,137,26,0,139,walking,53.0,sedentary,sitting_reclining_lying,standing,0.34,0.95,,75,,0,30.11,100,1,1
2024-04-26 01:02:00+00:00,0.016,267,32,18,269,walking,64.0,sedentary,sitting_reclining_lying,standing,0.35,0.95,,73,,0,30.18,100,1,2
2024-04-26 01:03:00+00:00,0.022,66,55,4,86,walking,99.0,sedentary,sitting_reclining_lying,standing,0.35,1.07,,77,,0,30.19,100,1,3
2024-04-26 01:04:00+00:00,0.016,0,0,0,0,walking,53.0,sedentary,sitting_reclining_lying,standing,0.35,0.95,,72,,0,30.19,100,1,4
2024-04-26 01:05:00+00:00,0.019,0,0,2,2,walking,99.0,sedentary,sitting_reclining_lying,standing,0.36,0.95,,75,,0,30.18,100,1,5
2024-04-26 01:06:00+00:00,0.019,449,96,374,592,walking,54.0,sedentary,sitting_reclining_lying,miscellaneous,0.36,1.03,,76,,0,30.17,100,1,6
2024-04-26 01:07:00+00:00,0.003,4,0,0,4,still,0.0,sedentary,standing,sitting_reclining_lying,0.36,0.95,,70,,0,30.26,100,1,7
2024-04-26 01:08:00+00:00,0.004,0,0,0,0,still,13.0,sedentary,standing,sitting_reclining_lying,0.37,0.95,,68,,0,30.29,100,1,8
2024-04-26 01:09:00+00:00,0.007,16,0,0,16,walking,16.0,sedentary,standing,sitting_reclining_lying,0.37,0.95,,74,,0,30.29,100,1,9
2024-04-26 01:10:00+00:00,0.017,462,446,722,966,still,31.0,sedentary,standing,sitting_reclining_lying,0.37,1.49,,71,,5,30.27,100,1,10
2024-04-26 01:11:00+00:00,0.012,76,0,52,92,walking,33.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.37,0.95,,70,,0,30.19,100,1,11
2024-04-26 01:12:00+00:00,0.008,0,0,0,0,walking,20.0,sedentary,standing,sitting_reclining_lying,0.37,0.95,,70,,0,30.12,100,1,12
2024-04-26 01:13:00+00:00,0.02,663,717,1241,1579,walking,54.0,sedentary,standing,sitting_reclining_lying,0.37,1.06,,69,,0,30.07,100,1,13
2024-04-26 01:14:00+00:00,0.028,604,419,627,966,walking,87.0,sedentary,sitting_reclining_lying,miscellaneous,0.37,1.29,,72,,5,29.98,100,1,14
2024-04-26 01:15:00+00:00,0.014,236,35,239,337,walking,35.0,sedentary,standing,sitting_reclining_lying,0.37,0.95,,68,,0,29.98,100,1,15
2024-04-26 01:16:00+00:00,0.025,638,221,117,685,walking,60.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.37,1.74,,78,,0,29.89,100,1,16
2024-04-26 01:17:00+00:00,0.014,21,0,67,70,walking,48.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.37,0.95,,78,,0,29.89,100,1,17
2024-04-26 01:18:00+00:00,0.005,0,0,12,12,still,8.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.37,0.95,,70,,0,29.95,100,1,18
2024-04-26 01:19:00+00:00,0.005,4,0,12,12,still,11.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.37,0.95,,67,,0,30.01,100,1,19
2024-04-26 01:20:00+00:00,0.019,597,60,208,635,walking,58.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.37,0.95,,68,,0,30.04,100,1,20
2024-04-26 01:21:00+00:00,0.005,0,0,0,0,still,11.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.38,0.95,,65,,0,29.99,100,1,21
2024-04-26 01:22:00+00:00,0.017,353,911,175,992,walking,30.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.38,1.41,,68,,0,29.98,100,1,22
2024-04-26 01:23:00+00:00,0.007,0,0,18,18,still,21.0,sedentary,standing,sitting_reclining_lying,0.38,0.95,,65,,0,30.07,100,1,23
2024-04-26 01:24:00+00:00,0.005,54,13,45,71,still,10.0,sedentary,miscellaneous,sitting_reclining_lying,0.38,0.95,,64,,0,30.08,100,1,24
2024-04-26 01:25:00+00:00,0.003,0,0,0,0,still,5.0,sedentary,miscellaneous,sitting_reclining_lying,0.37,0.95,,64,,0,30.07,100,1,25
2024-04-26 01:26:00+00:00,0.003,10,0,4,10,still,4.0,sedentary,standing,sitting_reclining_lying,0.37,0.95,,64,,0,30.11,100,1,26
2024-04-26 01:27:00+00:00,0.013,302,397,385,630,still,31.0,sedentary,standing,sitting_reclining_lying,0.38,1.37,,74,,0,29.67,100,1,27
2024-04-26 01:28:00+00:00,0.032,1075,591,815,1472,walking,44.0,LPA,sitting_reclining_lying,standing,0.29,2.49,,64,,0,28.96,100,1,28
2024-04-26 01:29:00+00:00,0.273,0,0,0,0,still,0.0,sedentary,,,0.26,0.95,,45,,0,28.89,100,1,29
2024-04-26 01:30:00+00:00,0.031,869,2125,2365,3296,generic,90.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.27,1.68,,59,,5,28.91,100,1,30
2024-04-26 01:31:00+00:00,0.01,166,138,745,775,walking,24.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.29,0.95,,64,,0,28.87,100,1,31
2024-04-26 01:32:00+00:00,0.002,0,0,0,0,still,0.0,sedentary,standing,sitting_reclining_lying,0.32,0.95,,49,,0,28.95,100,1,32
2024-04-26 01:33:00+00:00,0.025,1092,2004,1282,2617,still,32.0,LPA,miscellaneous,sitting_reclining_lying,0.32,2.0,,61,,0,29.04,100,1,33
2024-04-26 01:34:00+00:00,0.087,1869,2214,2058,3553,generic,73.0,VPA,standing,standing,0.3,7.0,,67,,0,29.26,100,1,34
2024-04-26 01:35:00+00:00,0.072,2550,2733,2163,4318,generic,75.0,MPA,standing,standing,0.29,3.25,,64,,5,29.33,100,1,35
2024-04-26 01:36:00+00:00,0.017,679,218,641,958,walking,31.0,LPA,standing,sitting_reclining_lying,0.27,2.64,,69,,0,29.38,100,1,36
2024-04-26 01:37:00+00:00,0.044,877,1311,1389,2101,generic,70.0,MPA,standing,standing,0.26,3.11,,81,,10,29.44,100,1,37
2024-04-26 01:38:00+00:00,0.055,1819,1432,2065,3102,generic,94.0,MPA,standing,standing,0.27,4.46,,83,,19,29.51,100,1,38
2024-04-26 01:39:00+00:00,0.119,4407,2380,2601,5643,generic,125.0,VPA,standing,standing,0.27,8.27,,84,,10,29.48,100,1,39
2024-04-26 01:40:00+00:00,0.11,3705,2151,4699,6358,generic,141.0,MPA,standing,standing,0.26,4.14,,85,,55,29.36,100,1,40
2024-04-26 01:41:00+00:00,0.134,4413,2745,3421,6221,walking,140.0,MPA,standing,standing,0.27,4.47,,93,,64,29.24,100,1,41
2024-04-26 01:42:00+00:00,0.095,3210,2030,3527,5183,generic,121.0,MPA,standing,standing,0.27,3.48,,100,,29,29.0,100,1,42
2024-04-26 01:43:00+00:00,0.074,3147,1692,2318,4259,generic,125.0,MPA,standing,standing,0.26,3.33,,93,,44,28.9,100,1,43
2024-04-26 01:44:00+00:00,0.09,2330,1494,2777,3920,generic,139.0,MPA,standing,standing,0.26,4.12,,102,,29,28.64,100,1,44
2024-04-26 01:45:00+00:00,0.084,2598,1915,2453,4053,generic,112.0,MPA,standing,standing,0.26,3.8,,98,,33,28.59,100,1,45
2024-04-26 01:46:00+00:00,0.021,537,292,324,691,walking,87.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.27,1.59,,86,,0,28.51,100,1,46
2024-04-26 01:47:00+00:00,0.122,2949,2849,2936,5043,generic,134.0,MPA,standing,standing,0.27,4.9,,97,,36,28.53,100,1,47
2024-04-26 01:48:00+00:00,0.106,2980,2090,3163,4822,generic,141.0,MPA,standing,standing,0.27,5.56,,96,,48,28.6,100,1,48
2024-04-26 01:49:00+00:00,0.059,1785,1552,3455,4187,generic,121.0,LPA,miscellaneous,sitting_reclining_lying,0.27,2.06,,100,,31,28.65,100,1,49
2024-04-26 01:50:00+00:00,0.066,1919,1467,4329,4957,generic,122.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.27,2.32,,114,,46,28.7,100,1,50
2024-04-26 01:51:00+00:00,0.057,1390,1333,2925,3502,generic,121.0,MPA,standing,standing,0.28,3.28,,108,,31,28.81,100,1,51
2024-04-26 01:52:00+00:00,0.031,626,884,903,1410,walking,78.0,LPA,sitting_reclining_lying,standing,0.28,2.59,,109,,0,28.94,100,1,52
2024-04-26 01:53:00+00:00,0.034,1040,744,1322,1839,generic,84.0,LPA,sitting_reclining_lying,standing,0.28,1.89,,112,,0,29.04,100,1,53
2024-04-26 01:54:00+00:00,0.044,764,925,1531,1945,walking,79.0,LPA,sitting_reclining_lying,miscellaneous,0.28,1.76,,109,,0,29.12,100,1,54
2024-04-26 01:55:00+00:00,0.053,669,1165,2376,2729,generic,127.0,MPA,standing,standing,0.26,3.72,,104,,6,29.17,100,1,55
2024-04-26 01:56:00+00:00,0.011,132,173,327,392,still,23.0,sedentary,sitting_reclining_lying,standing,0.26,0.95,,122,,0,29.22,100,1,56
2024-04-26 01:57:00+00:00,0.005,0,159,201,256,still,12.0,sedentary,sitting_reclining_lying,standing,0.27,0.95,,112,,0,29.18,100,1,57
2024-04-26 01:58:00+00:00,0.04,704,999,1417,1871,generic,83.0,VPA,standing,standing,0.27,8.52,,86,,5,29.17,100,1,58
2024-04-26 01:59:00+00:00,0.05,447,2308,1347,2709,generic,88.0,sedentary,sitting_reclining_lying,standing,0.26,1.36,,85,,0,29.21,100,1,59
2024-04-26 02:00:00+00:00,0.028,427,673,1571,1761,generic,60.0,sedentary,sitting_reclining_lying,standing,0.26,1.23,,85,,0,29.16,100,2,0
2024-04-26 02:01:00+00:00,0.005,0,0,0,0,still,8.0,sedentary,sitting_reclining_lying,standing,0.27,0.95,,68,,0,29.18,100,2,1
2024-04-26 02:02:00+00:00,0.012,36,121,351,373,walking,39.0,sedentary,sitting_reclining_lying,standing,0.26,0.95,,67,,0,29.15,100,2,2
2024-04-26 02:03:00+00:00,0.022,142,478,745,896,generic,69.0,sedentary,sitting_reclining_lying,standing,0.26,1.16,,88,,6,28.99,100,2,3
2024-04-26 02:04:00+00:00,0.024,229,154,633,690,walking,78.0,sedentary,sitting_reclining_lying,standing,0.26,0.95,,78,,0,28.9,100,2,4
2024-04-26 02:05:00+00:00,0.012,83,183,321,378,still,18.0,sedentary,sitting_reclining_lying,standing,0.27,1.17,,76,,5,28.72,100,2,5
2024-04-26 02:06:00+00:00,0.01,78,126,209,256,walking,40.0,sedentary,sitting_reclining_lying,standing,0.29,0.95,,68,,0,28.66,100,2,6
2024-04-26 02:07:00+00:00,0.039,633,1270,2323,2722,generic,107.0,sedentary,sitting_reclining_lying,standing,0.27,1.44,,74,,0,28.81,100,2,7
2024-04-26 02:08:00+00:00,0.044,655,1809,1600,2502,generic,104.0,sedentary,sitting_reclining_lying,standing,0.26,1.49,,71,,0,28.96,100,2,8
2024-04-26 02:09:00+00:00,0.05,528,2089,1555,2657,generic,121.0,LPA,sitting_reclining_lying,standing,0.26,1.96,,76,,10,29.06,100,2,9
2024-04-26 02:10:00+00:00,0.064,949,2989,2113,3781,generic,143.0,LPA,sitting_reclining_lying,standing,0.26,1.94,,83,,17,29.19,100,2,10
2024-04-26 02:11:00+00:00,0.056,1011,2768,2322,3751,generic,111.0,sedentary,sitting_reclining_lying,standing,0.25,1.54,,106,,23,29.29,100,2,11
2024-04-26 02:12:00+00:00,0.064,861,1605,1901,2632,generic,115.0,VPA,standing,standing,0.25,6.66,,100,,0,29.35,100,2,12
2024-04-26 02:13:00+00:00,0.053,954,1797,1797,2714,generic,115.0,LPA,sitting_reclining_lying,standing,0.25,1.9,,106,,12,29.39,100,2,13
2024-04-26 02:14:00+00:00,0.033,73,1110,637,1281,generic,109.0,sedentary,sitting_reclining_lying,standing,0.25,1.08,,119,,0,29.48,100,2,14
2024-04-26 02:15:00+00:00,0.026,393,1329,884,1643,generic,57.0,sedentary,sitting_reclining_lying,standing,0.25,1.52,,113,,0,29.54,100,2,15
2024-04-26 02:16:00+00:00,0.057,758,1556,1542,2318,generic,95.0,VPA,standing,standing,0.25,6.14,,114,,6,29.65,100,2,16
2024-04-26 02:17:00+00:00,0.033,179,221,407,496,walking,95.0,MPA,standing,standing,0.25,5.52,,105,,6,29.72,100,2,17
2024-04-26 02:18:00+00:00,0.086,1282,2178,2045,3251,generic,93.0,VPA,standing,standing,0.25,8.16,,111,,10,29.79,100,2,18
2024-04-26 02:19:00+00:00,0.047,1857,1448,2364,3336,generic,113.0,LPA,sitting_reclining_lying,miscellaneous,0.25,1.84,,110,,7,29.92,100,2,19
2024-04-26 02:20:00+00:00,0.06,1251,2363,3935,4757,generic,127.0,LPA,sitting_reclining_lying,miscellaneous,0.25,2.06,,110,,45,30.04,100,2,20
2024-04-26 02:21:00+00:00,0.052,1127,904,1985,2455,walking,108.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.25,2.81,,115,,18,30.03,100,2,21
2024-04-26 02:22:00+00:00,0.06,1526,3180,3283,4818,generic,106.0,LPA,sitting_reclining_lying,standing,0.25,2.47,,115,,13,30.1,100,2,22
2024-04-26 02:23:00+00:00,0.017,66,604,283,670,still,29.0,sedentary,sitting_reclining_lying,standing,0.25,1.43,,102,,0,30.17,100,2,23
2024-04-26 02:24:00+00:00,0.014,342,501,377,714,walking,37.0,sedentary,sitting_reclining_lying,standing,0.25,1.28,,83,,5,30.24,100,2,24
2024-04-26 02:25:00+00:00,0.032,410,538,833,1073,generic,67.0,LPA,sitting_reclining_lying,standing,0.25,1.62,,66,,0,30.5,100,2,25
2024-04-26 02:26:00+00:00,0.014,283,70,724,780,walking,53.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.25,0.95,,63,,0,30.88,100,2,26
2024-04-26 02:27:00+00:00,0.012,61,249,369,449,still,27.0,sedentary,sitting_reclining_lying,standing,0.25,1.2,,67,,0,31.19,100,2,27
2024-04-26 02:28:00+00:00,0.005,0,0,0,0,still,7.0,sedentary,sitting_reclining_lying,standing,0.26,0.95,,64,,0,31.43,100,2,28
2024-04-26 02:29:00+00:00,0.017,343,554,1065,1248,generic,57.0,sedentary,sitting_reclining_lying,standing,0.27,1.37,,68,,0,31.64,100,2,29
2024-04-26 02:30:00+00:00,0.014,23,163,165,233,walking,40.0,sedentary,sitting_reclining_lying,standing,0.26,0.95,,63,,0,31.88,100,2,30
2024-04-26 02:31:00+00:00,0.038,362,1219,1958,2334,generic,85.0,LPA,sitting_reclining_lying,standing,0.25,1.98,,66,,5,32.06,100,2,31
2024-04-26 02:32:00+00:00,0.022,42,186,454,492,walking,48.0,LPA,sitting_reclining_lying,standing,0.26,1.79,,66,,0,32.18,100,2,32
2024-04-26 02:33:00+00:00,0.041,724,2088,1784,2840,generic,117.0,LPA,sitting_reclining_lying,standing,0.26,1.76,,71,,0,32.29,100,2,33
2024-04-26 02:34:00+00:00,0.025,757,356,584,1020,walking,50.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.25,1.33,,61,,0,32.38,100,2,34
2024-04-26 02:35:00+00:00,0.07,2637,3553,2162,4924,generic,110.0,MPA,standing,standing,0.25,3.06,,73,,5,32.47,100,2,35
2024-04-26 02:36:00+00:00,0.081,1658,2745,2151,3861,generic,108.0,MPA,standing,standing,0.25,5.47,,70,,17,32.63,100,2,36
2024-04-26 02:37:00+00:00,0.041,841,881,1640,2042,generic,86.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.25,1.94,,74,,12,32.68,100,2,37
2024-04-26 02:38:00+00:00,0.047,1462,1780,1173,2584,generic,112.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.25,1.74,,86,,0,32.78,100,2,38
2024-04-26 02:39:00+00:00,0.04,1975,618,1216,2400,generic,94.0,sedentary,sitting_reclining_lying,miscellaneous,0.24,1.42,,80,,11,32.84,100,2,39
2024-04-26 02:40:00+00:00,0.02,543,191,208,612,walking,48.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.24,0.95,,66,,0,32.87,100,2,40
2024-04-26 02:41:00+00:00,0.021,394,236,129,477,walking,47.0,MPA,standing,standing,0.24,3.37,,61,,0,33.01,100,2,41
2024-04-26 02:42:00+00:00,0.045,903,1929,2313,3144,generic,123.0,sedentary,sitting_reclining_lying,standing,0.24,1.52,,73,,16,33.1,100,2,42
2024-04-26 02:43:00+00:00,0.108,1216,3070,3222,4613,generic,139.0,VPA,standing,standing,0.24,8.32,,69,,42,33.02,100,2,43
2024-04-26 02:44:00+00:00,0.07,1759,2128,3995,4856,generic,146.0,LPA,sitting_reclining_lying,miscellaneous,0.24,1.71,,73,,54,32.82,100,2,44
2024-04-26 02:45:00+00:00,0.054,1376,1799,4557,5088,generic,142.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.23,1.66,,78,,45,32.59,100,2,45
2024-04-26 02:46:00+00:00,0.056,2659,1507,2512,3956,generic,130.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.22,2.92,,62,,27,32.45,100,2,46
2024-04-26 02:47:00+00:00,0.088,4199,3222,2721,5951,generic,125.0,MPA,standing,standing,0.22,3.65,,62,,26,32.3,100,2,47
2024-04-26 02:48:00+00:00,0.099,2515,2726,2128,4276,walking,97.0,MPA,standing,standing,0.22,5.49,,63,,32,32.3,100,2,48
2024-04-26 02:49:00+00:00,0.075,1270,1016,981,1899,still,45.0,MPA,standing,standing,0.22,5.3,,74,,13,32.36,100,2,49
2024-04-26 02:50:00+00:00,0.005,13,0,17,21,still,10.0,sedentary,standing,sitting_reclining_lying,0.21,0.95,,64,,0,32.55,100,2,50
2024-04-26 02:51:00+00:00,0.037,1007,893,1135,1760,walking,54.0,MPA,standing,standing,0.21,3.22,,64,,0,32.68,100,2,51
2024-04-26 02:52:00+00:00,0.056,1119,1015,1230,1948,still,29.0,MPA,standing,standing,0.22,4.23,,61,,5,32.74,100,2,52
