timestamp_iso,accelerometers_std_g,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,activity_class,activity_counts,activity_intensity,body_position_left,body_position_right,eda_scl_usiemens,met,prv_rmssd_ms,pulse_rate_bpm,respiratory_rate_brpm,sleep_detection_stage,step_counts,temperature_celsius,wearing_detection_percentage,hour,minute
2024-04-15 00:00:00+00:00,0.189,3753,5001,4944,7971,generic,136.0,VPA,standing,standing,0.06,8.4,,82,,0,69,30.67,100,0,0
2024-04-15 00:01:00+00:00,0.05,912,1231,797,1726,generic,126.0,LPA,sitting_reclining_lying,standing,0.09,1.87,,67,,0,5,30.92,100,0,1
2024-04-15 00:02:00+00:00,0.046,873,1782,1536,2509,generic,96.0,LPA,sitting_reclining_lying,standing,0.08,2.37,,66,,0,5,30.99,100,0,2
2024-04-15 00:03:00+00:00,0.127,4457,3428,3712,6737,generic,136.0,VPA,standing,standing,0.1,8.06,,81,,0,40,31.0,100,0,3
2024-04-15 00:04:00+00:00,0.096,2665,1494,1932,3614,generic,125.0,LPA,miscellaneous,sitting_reclining_lying,0.12,2.86,,113,,0,50,30.98,100,0,4
2024-04-15 00:05:00+00:00,0.168,4800,4149,7113,9531,walking,142.0,VPA,standing,standing,0.13,6.0,,117,,0,70,31.03,100,0,5
2024-04-15 00:06:00+00:00,0.09,2036,2209,3081,4303,generic,88.0,MPA,standing,standing,0.12,4.55,,126,,0,21,30.87,100,0,6
2024-04-15 00:07:00+00:00,0.146,5056,2681,4127,7055,generic,131.0,VPA,standing,standing,0.16,6.37,,125,,0,48,30.67,100,0,7
2024-04-15 00:08:00+00:00,0.076,2796,2720,3273,5092,generic,138.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.11,2.31,,125,,0,41,30.16,100,0,8
2024-04-15 00:09:00+00:00,0.053,1582,1075,2336,3019,generic,119.0,LPA,sitting_reclining_lying,miscellaneous,0.15,1.6,,131,,0,19,29.84,100,0,9
2024-04-15 00:10:00+00:00,0.028,445,591,1828,1972,generic,116.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.2,1.22,,136,,0,0,29.64,100,0,10
2024-04-15 00:11:00+00:00,0.134,2665,3580,3806,5865,generic,144.0,MPA,standing,standing,0.1,3.37,,127,,0,60,29.47,100,0,11
2024-04-15 00:12:00+00:00,0.052,1280,2049,1206,2700,generic,106.0,LPA,miscellaneous,miscellaneous,0.08,2.93,,131,,0,0,29.49,100,0,12
2024-04-15 00:13:00+00:00,0.067,578,1041,1915,2254,generic,103.0,LPA,sitting_reclining_lying,standing,0.04,2.44,,123,,0,11,29.54,100,0,13
2024-04-15 00:14:00+00:00,0.051,135,573,1408,1526,generic,86.0,LPA,sitting_reclining_lying,standing,0.02,2.2,,134,,0,23,29.57,100,0,14
2024-04-15 00:15:00+00:00,0.046,1368,1639,1171,2434,generic,78.0,LPA,sitting_reclining_lying,standing,0.01,2.45,,129,,0,13,29.53,100,0,15
2024-04-15 00:16:00+00:00,0.1,2844,1884,2468,4210,generic,121.0,LPA,sitting_reclining_lying,miscellaneous,0.01,2.9,,132,,0,54,29.49,100,0,16
2024-04-15 00:17:00+00:00,0.09,2978,1562,2416,4140,generic,143.0,LPA,miscellaneous,sitting_reclining_lying,0.02,2.7,,114,,0,51,29.39,100,0,17
2024-04-15 00:18:00+00:00,0.18,5853,5215,5464,9555,generic,144.0,VPA,standing,standing,0.05,6.94,,112,,0,64,29.34,100,0,18
2024-04-15 00:19:00+00:00,0.209,5673,4642,7338,10371,generic,144.0,VPA,standing,standing,0.05,6.03,,109,,0,81,29.31,100,0,19
2024-04-15 00:20:00+00:00,0.181,5508,5846,6740,10485,generic,149.0,MPA,standing,standing,0.15,4.41,,95,,0,88,29.4,100,0,20
2024-04-15 00:21:00+00:00,0.14,4854,5490,5898,9406,generic,143.0,MPA,standing,standing,0.17,4.61,,102,,0,91,29.49,100,0,21
2024-04-15 00:22:00+00:00,0.065,2115,1502,3067,4016,generic,131.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.16,2.94,,119,,0,28,29.67,100,0,22
2024-04-15 00:23:00+00:00,0.063,1097,749,2086,2473,walking,126.0,MPA,standing,standing,0.18,3.61,,123,,0,21,29.86,100,0,23
2024-04-15 00:24:00+00:00,0.085,1877,1466,2202,3243,generic,140.0,MPA,standing,standing,0.19,3.84,,123,,0,26,29.92,100,0,24
2024-04-15 00:25:00+00:00,0.193,3979,4034,8871,10526,generic,152.0,VPA,standing,standing,0.19,6.86,,108,,0,66,29.8,100,0,25
2024-04-15 00:26:00+00:00,0.138,2400,2498,3104,4651,generic,126.0,MPA,standing,standing,0.06,4.09,,94,,0,51,29.8,100,0,26
2024-04-15 00:27:00+00:00,0.136,4310,3069,3909,6578,generic,141.0,MPA,standing,standing,0.09,5.05,,71,,0,58,29.6,100,0,27
2024-04-15 00:28:00+00:00,0.095,3188,2242,1984,4373,generic,140.0,VPA,standing,standing,0.15,8.52,,77,,0,28,29.36,100,0,28
2024-04-15 00:29:00+00:00,0.05,1557,947,1990,2698,walking,81.0,LPA,sitting_reclining_lying,miscellaneous,0.09,2.87,,109,,0,25,29.27,100,0,29
2024-04-15 00:30:00+00:00,0.024,410,518,1291,1450,generic,60.0,sedentary,sitting_reclining_lying,standing,0.07,1.22,,110,,0,0,29.16,100,0,30
2024-04-15 00:31:00+00:00,0.191,5709,3613,3185,7469,walking,122.0,VPA,standing,standing,0.08,8.52,,104,,0,61,29.01,100,0,31
2024-04-15 00:32:00+00:00,0.811,24651,10889,3829,27219,running,187.0,VPA,standing,standing,0.14,8.52,,108,,0,139,28.54,100,0,32
2024-04-15 00:33:00+00:00,0.808,24885,11217,3947,27580,running,186.0,VPA,standing,standing,0.08,8.52,,134,,0,162,28.05,100,0,33
2024-04-15 00:34:00+00:00,0.808,24948,11498,4374,27816,running,185.0,VPA,standing,standing,0.11,8.52,,133,,0,162,27.74,100,0,34
2024-04-15 00:35:00+00:00,0.805,25005,11968,4521,28087,generic,184.0,VPA,standing,standing,0.12,8.52,,128,,0,163,27.49,100,0,35
2024-04-15 00:36:00+00:00,0.838,26706,12891,5087,30087,generic,183.0,VPA,standing,standing,0.14,8.52,,65,,0,160,27.26,100,0,36
2024-04-15 00:37:00+00:00,0.821,26696,12446,4603,29812,generic,183.0,VPA,standing,standing,0.25,8.52,,57,,0,177,27.12,100,0,37
2024-04-15 00:38:00+00:00,0.826,27125,12910,4686,30403,generic,184.0,VPA,standing,standing,1.54,8.52,,51,,0,161,26.93,100,0,38
2024-04-15 00:39:00+00:00,0.814,27068,12597,5143,30295,generic,183.0,VPA,standing,standing,2.23,8.52,,41,,0,165,26.75,100,0,39
2024-04-15 00:40:00+00:00,0.769,24771,12081,4964,28003,generic,181.0,VPA,standing,standing,2.77,8.52,,39,,0,164,26.45,100,0,40
2024-04-15 00:41:00+00:00,0.791,26882,12524,4386,29978,generic,183.0,VPA,standing,standing,3.63,8.52,,52,,0,178,26.25,100,0,41
2024-04-15 00:42:00+00:00,0.758,25697,11943,4602,28708,generic,182.0,VPA,standing,standing,3.8,8.52,,60,,0,167,26.22,100,0,42
2024-04-15 00:43:00+00:00,0.795,25966,12622,4978,29297,generic,181.0,VPA,standing,standing,4.27,8.52,,71,,0,170,26.31,100,0,43
2024-04-15 00:44:00+00:00,0.782,26709,12973,5224,30148,generic,179.0,VPA,standing,standing,4.37,8.52,,91,,0,163,26.49,100,0,44
2024-04-15 00:45:00+00:00,0.749,24343,11349,4407,27217,generic,182.0,VPA,standing,standing,4.4,8.52,,94,,0,160,26.73,100,0,45
2024-04-15 00:46:00+00:00,0.757,25662,11990,5378,28830,generic,181.0,VPA,standing,standing,4.3,8.52,,135,,0,162,27.02,100,0,46
2024-04-15 00:47:00+00:00,0.73,23146,11080,5506,26245,generic,181.0,VPA,standing,standing,3.53,8.52,,144,,0,155,27.3,100,0,47
2024-04-15 00:48:00+00:00,0.771,25438,12304,4981,28693,generic,180.0,VPA,standing,standing,4.1,8.52,,147,,0,162,27.45,100,0,48
2024-04-15 00:49:00+00:00,0.689,21312,10632,4880,24311,generic,179.0,VPA,standing,standing,5.12,8.52,,147,,0,148,27.61,100,0,49
2024-04-15 00:50:00+00:00,0.824,28330,13386,4739,31689,generic,180.0,VPA,standing,standing,5.22,8.52,,148,,0,171,27.71,100,0,50
2024-04-15 00:51:00+00:00,0.726,24393,11575,6199,27702,generic,180.0,VPA,standing,standing,5.29,8.52,,151,,0,154,27.82,100,0,51
2024-04-15 00:52:00+00:00,0.567,17092,8417,3915,19450,generic,180.0,VPA,standing,standing,5.88,8.52,,150,,0,156,27.96,100,0,52
2024-04-15 00:53:00+00:00,0.677,22789,10955,4505,25683,generic,179.0,VPA,standing,standing,6.74,8.52,,146,,0,159,28.22,100,0,53
2024-04-15 00:54:00+00:00,0.723,24473,11681,4192,27439,generic,181.0,VPA,standing,standing,7.81,8.52,,151,,0,164,28.39,100,0,54
2024-04-15 00:55:00+00:00,0.763,24981,11939,4234,28009,generic,184.0,VPA,standing,standing,7.78,8.52,,152,,0,167,28.74,100,0,55
2024-04-15 00:56:00+00:00,0.732,24676,11344,4400,27512,generic,182.0,VPA,standing,standing,8.58,8.52,,151,,0,168,29.02,100,0,56
2024-04-15 00:57:00+00:00,0.622,19440,9471,4367,22060,generic,170.0,VPA,standing,standing,8.93,8.52,,150,,0,146,29.04,100,0,57
2024-04-15 00:58:00+00:00,0.237,4150,3815,3405,6585,walking,130.0,VPA,standing,standing,10.97,8.52,,123,,0,60,29.6,100,0,58
2024-04-15 00:59:00+00:00,0.032,440,449,1580,1700,walking,71.0,LPA,standing,sitting_reclining_lying,13.15,1.63,,105,,0,14,30.1,100,0,59
2024-04-15 01:00:00+00:00,0.013,9,178,896,913,walking,58.0,sedentary,standing,sitting_reclining_lying,8.28,0.95,,90,,0,0,30.7,100,1,0
2024-04-15 01:01:00+00:00,0.099,2660,2270,4570,5754,generic,121.0,MPA,standing,standing,1.56,5.64,,92,,0,35,31.14,100,1,1
2024-04-15 01:02:00+00:00,0.202,3834,3596,4688,7043,generic,149.0,VPA,standing,standing,5.91,8.52,,101,,0,68,31.02,100,1,2
2024-04-15 01:03:00+00:00,0.639,21748,9989,4423,24337,generic,175.0,VPA,standing,standing,12.66,8.52,,90,,0,131,30.54,100,1,3
2024-04-15 01:04:00+00:00,0.775,27300,12379,4015,30243,generic,184.0,VPA,standing,standing,9.05,8.52,,82,,0,155,29.65,100,1,4
2024-04-15 01:05:00+00:00,0.778,26974,12136,4083,29858,generic,183.0,VPA,standing,standing,5.29,8.52,,85,,0,166,29.05,100,1,5
2024-04-15 01:06:00+00:00,0.805,27086,12456,4379,30132,generic,182.0,VPA,standing,standing,4.54,8.52,,84,,0,165,28.63,100,1,6
