file,timestamp_iso,accelerometers_std_g,missing_value_reason,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,activity_class,activity_counts,activity_intensity,body_position_left,body_position_right,eda_scl_usiemens,met,prv_rmssd_ms,pulse_rate_bpm,respiratory_rate_brpm,sleep_detection_stage,step_counts,temperature_celsius,wearing_detection_percentage,hour,minute
cleaned_2024-03-20.csv,0.0,2.4,97.6,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.6,2.6,2.4,2.4,99.0,2.4,99.5,2.4,2.4,2.4,0.0,0.0,0.0
cleaned_2024-03-21.csv,0.0,1.5,98.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,64.1,1.5,57.6,1.5,1.5,1.5,0.0,0.0,0.0
cleaned_2024-03-22.csv,0.0,1.3,98.7,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,66.6,1.3,61.2,1.3,1.3,1.3,0.0,0.0,0.0
cleaned_2024-03-23.csv,0.0,0.4,99.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,54.6,0.4,48.6,0.4,0.4,0.4,0.0,0.0,0.0
cleaned_2024-03-24.csv,0.0,8.7,91.3,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,66.1,8.7,58.4,8.7,8.7,8.7,0.0,0.0,0.0
cleaned_2024-03-25.csv,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.3,0.0,67.2,0.0,0.0,0.0,0.0,0.0,0.0
cleaned_2024-03-26.csv,0.0,0.1,99.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,69.8,0.1,64.9,0.1,0.1,0.1,0.0,0.0,0.0
cleaned_2024-03-27.csv,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,68.8,0.0,64.4,0.0,0.0,0.0,0.0,0.0,0.0
cleaned_2024-03-28.csv,0.0,6.2,93.8,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,44.7,6.2,34.1,6.2,6.2,6.2,0.0,0.0,0.0
