file,timestamp_iso,accelerometers_std_g,missing_value_reason,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,activity_class,activity_counts,activity_intensity,body_position_left,body_position_right,eda_scl_usiemens,met,prv_rmssd_ms,pulse_rate_bpm,respiratory_rate_brpm,sleep_detection_stage,step_counts,temperature_celsius,wearing_detection_percentage,hour,minute
cleaned_2024-01-09.csv,0.0,1.2,98.8,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,86.2,1.2,96.1,1.2,1.2,1.2,0.0,0.0,0.0
cleaned_2024-01-10.csv,0.0,3.8,96.2,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,82.0,3.8,93.1,3.8,3.8,3.8,0.0,0.0,0.0
cleaned_2024-01-11.csv,0.0,1.2,98.8,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,86.2,1.2,96.1,1.2,1.2,1.2,0.0,0.0,0.0
cleaned_2024-01-12.csv,0.0,1.8,98.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,69.5,1.8,85.8,9.3,1.8,1.8,0.0,0.0,0.0
