timestamp_iso,accelerometers_std_g,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,activity_class,activity_counts,activity_intensity,body_position_left,body_position_right,eda_scl_usiemens,met,prv_rmssd_ms,pulse_rate_bpm,respiratory_rate_brpm,sleep_detection_stage,step_counts,temperature_celsius,wearing_detection_percentage,hour,minute
2024-02-20 00:00:00+00:00,0.008,152,144,26,210,generic,25.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.68,1.21,,95,,0,0,34.48,100,0,0
2024-02-20 00:01:00+00:00,0.021,403,814,536,1054,still,44.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.79,1.68,,100,,0,5,34.47,100,0,1
2024-02-20 00:02:00+00:00,0.003,0,57,0,57,still,1.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,1.4,0.95,,94,,0,0,34.45,100,0,2
2024-02-20 00:03:00+00:00,0.018,332,693,658,1011,generic,39.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,1.01,1.4,,98,,0,0,34.44,100,0,3
2024-02-20 00:04:00+00:00,0.026,405,1265,914,1612,generic,43.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.89,1.8,,93,,0,5,34.43,100,0,4
2024-02-20 00:05:00+00:00,0.022,392,545,236,711,generic,54.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.78,1.37,,96,,0,0,34.42,100,0,5
2024-02-20 00:06:00+00:00,0.026,453,605,632,985,generic,69.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,1.07,1.09,,95,,0,0,34.4,100,0,6
2024-02-20 00:07:00+00:00,0.024,423,906,805,1283,generic,65.0,LPA,sitting_reclining_lying,sitting_reclining_lying,1.25,1.67,,97,,0,0,34.38,100,0,7
2024-02-20 00:08:00+00:00,0.012,178,564,860,1043,generic,27.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,1.02,1.2,,94,,0,0,34.37,100,0,8
2024-02-20 00:09:00+00:00,0.054,1857,2493,2931,4272,generic,95.0,LPA,sitting_reclining_lying,sitting_reclining_lying,1.05,2.24,,100,,0,17,34.35,100,0,9
2024-02-20 00:10:00+00:00,0.022,472,501,728,1001,generic,26.0,LPA,sitting_reclining_lying,miscellaneous,0.84,1.83,,95,,0,0,34.3,100,0,10
2024-02-20 00:11:00+00:00,0.014,156,252,305,425,generic,29.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.75,1.83,,94,,0,0,34.27,100,0,11
2024-02-20 00:12:00+00:00,0.032,315,867,702,1159,generic,50.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.94,1.66,,95,,0,5,34.24,100,0,12
2024-02-20 00:13:00+00:00,0.008,24,155,69,171,still,13.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,1.13,0.95,,93,,0,0,34.24,100,0,13
2024-02-20 00:14:00+00:00,0.107,3885,2893,3063,5731,generic,120.0,MPA,standing,standing,0.73,4.57,,100,,0,31,34.23,100,0,14
2024-02-20 00:15:00+00:00,0.026,466,632,1165,1404,generic,44.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.95,1.21,,103,,0,5,34.18,100,0,15
2024-02-20 00:16:00+00:00,0.02,218,340,361,541,generic,35.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.94,0.95,,94,,0,5,34.16,100,0,16
2024-02-20 00:17:00+00:00,0.031,511,1725,2055,2731,generic,68.0,sedentary,sitting_reclining_lying,standing,0.82,1.19,,95,,0,0,34.08,100,0,17
2024-02-20 00:18:00+00:00,0.06,2065,1786,2315,3579,generic,96.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.73,2.64,,95,,0,15,34.03,100,0,18
2024-02-20 00:19:00+00:00,0.053,1014,1282,1636,2312,generic,78.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.65,2.17,,104,,0,17,34.02,100,0,19
2024-02-20 00:20:00+00:00,0.045,1521,1480,1334,2506,generic,85.0,LPA,sitting_reclining_lying,standing,0.74,1.82,,96,,0,10,33.99,100,0,20
2024-02-20 00:21:00+00:00,0.011,378,744,523,984,still,24.0,sedentary,sitting_reclining_lying,standing,0.57,1.27,,92,,0,5,34.0,100,0,21
2024-02-20 00:22:00+00:00,0.003,0,33,30,44,still,5.0,sedentary,sitting_reclining_lying,standing,0.58,0.95,,92,,0,0,34.0,100,0,22
2024-02-20 00:23:00+00:00,0.004,0,106,136,172,still,4.0,sedentary,sitting_reclining_lying,standing,0.59,0.95,,95,,0,0,33.99,100,0,23
2024-02-20 00:24:00+00:00,0.004,0,85,102,132,still,6.0,sedentary,sitting_reclining_lying,standing,0.71,0.95,,96,,0,0,33.98,100,0,24
2024-02-20 00:25:00+00:00,0.005,0,21,21,29,still,5.0,sedentary,sitting_reclining_lying,standing,0.94,0.95,,98,,0,0,33.98,100,0,25
2024-02-20 00:26:00+00:00,0.002,0,19,15,24,still,4.0,sedentary,sitting_reclining_lying,standing,0.94,0.95,,93,,0,0,33.97,100,0,26
2024-02-20 00:27:00+00:00,0.002,0,46,3,46,still,0.0,sedentary,sitting_reclining_lying,standing,0.98,0.95,,95,,0,0,33.94,100,0,27
