timestamp_iso,accelerometers_std_g,missing_value_reason,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,activity_class,activity_counts,activity_intensity,body_position_left,body_position_right,eda_scl_usiemens,met,prv_rmssd_ms,pulse_rate_bpm,respiratory_rate_brpm,step_counts,temperature_celsius,wearing_detection_percentage,hour,minute
2024-04-24 00:43:00+00:00,0.02,,473.0,329.0,853.0,1029.0,still,32.0,sedentary,sitting_reclining_lying,standing,1.42,1.39,,63.0,,0.0,30.84,100,0,43
2024-04-24 00:44:00+00:00,0.02,,515.0,802.0,1131.0,1479.0,generic,50.0,sedentary,sitting_reclining_lying,standing,1.36,1.32,,65.0,,0.0,30.84,100,0,44
2024-04-24 00:45:00+00:00,0.057,,2293.0,2765.0,2631.0,4452.0,generic,106.0,LPA,sitting_reclining_lying,sitting_reclining_lying,1.42,1.85,,66.0,,11.0,30.87,100,0,45
2024-04-24 00:46:00+00:00,0.049,,1408.0,1219.0,1584.0,2444.0,generic,118.0,LPA,miscellaneous,sitting_reclining_lying,1.44,2.36,,65.0,,19.0,30.94,100,0,46
2024-04-24 00:47:00+00:00,0.013,,122.0,217.0,214.0,328.0,generic,36.0,sedentary,standing,sitting_reclining_lying,1.42,0.95,,64.0,,0.0,31.13,100,0,47
2024-04-24 00:48:00+00:00,0.06,,2214.0,2235.0,2639.0,4106.0,generic,108.0,LPA,miscellaneous,sitting_reclining_lying,1.42,2.1,,73.0,,18.0,31.3,100,0,48
2024-04-24 00:49:00+00:00,0.006,,1.0,18.0,103.0,104.0,walking,17.0,sedentary,standing,sitting_reclining_lying,1.4,0.95,,59.0,,0.0,31.34,100,0,49
2024-04-24 00:50:00+00:00,0.048,,2251.0,1574.0,2447.0,3678.0,generic,85.0,LPA,sitting_reclining_lying,sitting_reclining_lying,1.39,2.41,,65.0,,7.0,31.39,100,0,50
2024-04-24 00:51:00+00:00,0.053,,1714.0,1329.0,4284.0,4801.0,generic,129.0,LPA,sitting_reclining_lying,sitting_reclining_lying,1.3,2.41,,69.0,,24.0,31.49,100,0,51
2024-04-24 00:52:00+00:00,0.037,,1207.0,1349.0,3289.0,3754.0,generic,136.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,1.29,1.25,,69.0,,5.0,31.56,100,0,52
2024-04-24 00:53:00+00:00,0.075,,1844.0,1958.0,4747.0,5456.0,generic,134.0,MPA,standing,standing,1.27,5.14,,78.0,,13.0,31.55,100,0,53
2024-04-24 00:54:00+00:00,0.021,,420.0,335.0,931.0,1074.0,walking,77.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,1.25,1.51,,102.0,,0.0,31.47,100,0,54
2024-04-24 00:55:00+00:00,0.022,,39.0,0.0,159.0,163.0,generic,120.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,1.22,0.95,,108.0,,0.0,31.41,100,0,55
2024-04-24 00:56:00+00:00,0.058,,1801.0,783.0,1926.0,2750.0,generic,141.0,LPA,sitting_reclining_lying,sitting_reclining_lying,1.21,2.46,,97.0,,27.0,31.39,100,0,56
2024-04-24 00:57:00+00:00,0.066,,2322.0,1533.0,1930.0,3386.0,generic,91.0,LPA,miscellaneous,sitting_reclining_lying,1.2,2.43,,93.0,,24.0,31.25,100,0,57
2024-04-24 00:58:00+00:00,0.066,,1546.0,1320.0,1873.0,2764.0,generic,63.0,MPA,standing,standing,1.18,4.44,,95.0,,13.0,31.02,100,0,58
2024-04-24 00:59:00+00:00,0.034,,1230.0,749.0,1571.0,2131.0,generic,72.0,LPA,standing,sitting_reclining_lying,1.12,1.76,,70.0,,0.0,30.83,100,0,59
2024-04-24 01:00:00+00:00,0.037,,1434.0,1588.0,1039.0,2378.0,generic,61.0,LPA,standing,sitting_reclining_lying,1.12,2.53,,63.0,,6.0,30.65,100,1,0
2024-04-24 01:01:00+00:00,0.049,,1558.0,632.0,2601.0,3097.0,generic,101.0,LPA,sitting_reclining_lying,sitting_reclining_lying,1.09,2.46,,83.0,,9.0,30.51,100,1,1
2024-04-24 01:02:00+00:00,0.083,,2019.0,1226.0,1932.0,3051.0,walking,105.0,MPA,standing,standing,1.02,4.79,,88.0,,25.0,30.37,100,1,2
2024-04-24 01:03:00+00:00,0.017,,325.0,404.0,1202.0,1309.0,walking,61.0,sedentary,sitting_reclining_lying,standing,1.01,0.95,,66.0,,0.0,30.31,100,1,3
2024-04-24 01:04:00+00:00,0.017,,430.0,468.0,809.0,1028.0,walking,62.0,sedentary,sitting_reclining_lying,standing,1.01,0.95,,66.0,,0.0,30.27,100,1,4
2024-04-24 01:05:00+00:00,0.021,,442.0,637.0,779.0,1099.0,walking,76.0,MPA,standing,standing,1.01,4.43,,64.0,,0.0,30.21,100,1,5
2024-04-24 01:06:00+00:00,0.044,,1021.0,635.0,2127.0,2443.0,generic,57.0,LPA,sitting_reclining_lying,miscellaneous,0.98,2.54,,63.0,,6.0,30.26,100,1,6
2024-04-24 01:07:00+00:00,0.02,,372.0,533.0,337.0,732.0,still,27.0,LPA,sitting_reclining_lying,standing,0.95,2.28,,57.0,,0.0,30.37,100,1,7
2024-04-24 01:08:00+00:00,0.017,,17.0,42.0,98.0,107.0,still,32.0,sedentary,sitting_reclining_lying,standing,0.92,1.12,,55.0,,5.0,30.53,100,1,8
2024-04-24 01:09:00+00:00,0.006,,1.0,0.0,87.0,87.0,still,20.0,sedentary,sitting_reclining_lying,standing,0.94,0.95,,58.0,,0.0,30.79,100,1,9
2024-04-24 01:10:00+00:00,0.176,,7111.0,5562.0,5493.0,10567.0,generic,139.0,MPA,standing,standing,0.98,5.57,,74.0,,83.0,30.97,100,1,10
2024-04-24 01:11:00+00:00,0.14,,3512.0,2869.0,3750.0,5884.0,generic,136.0,MPA,standing,standing,0.94,4.48,,83.0,,83.0,30.95,100,1,11
2024-04-24 01:12:00+00:00,0.113,,2973.0,2758.0,4793.0,6278.0,generic,137.0,MPA,standing,standing,0.88,3.27,,83.0,,44.0,30.63,100,1,12
2024-04-24 01:13:00+00:00,0.068,,1338.0,1057.0,1758.0,2449.0,generic,103.0,LPA,standing,sitting_reclining_lying,0.91,2.93,,74.0,,12.0,30.43,100,1,13
2024-04-24 01:14:00+00:00,0.183,,5423.0,4791.0,6647.0,9825.0,generic,149.0,VPA,standing,standing,1.06,6.46,,84.0,,81.0,30.29,100,1,14
2024-04-24 01:15:00+00:00,0.209,,7386.0,8065.0,6658.0,12803.0,generic,145.0,MPA,standing,standing,0.89,4.79,,100.0,,77.0,30.21,100,1,15
2024-04-24 01:16:00+00:00,0.014,,332.0,159.0,762.0,846.0,walking,29.0,sedentary,sitting_reclining_lying,standing,0.81,0.95,,74.0,,0.0,30.25,100,1,16
2024-04-24 01:17:00+00:00,0.009,,22.0,74.0,757.0,760.0,walking,28.0,sedentary,sitting_reclining_lying,standing,0.76,0.95,,55.0,,0.0,30.39,100,1,17
2024-04-24 01:18:00+00:00,0.086,,1970.0,1693.0,3069.0,4020.0,generic,92.0,VPA,standing,standing,0.75,6.58,,60.0,,23.0,30.49,100,1,18
2024-04-24 01:19:00+00:00,0.097,,2348.0,2302.0,5116.0,6081.0,generic,109.0,MPA,standing,standing,0.74,3.36,,64.0,,40.0,30.53,100,1,19
2024-04-24 01:20:00+00:00,0.118,,4551.0,3193.0,5053.0,7512.0,generic,140.0,MPA,standing,standing,1.37,4.19,,93.0,,44.0,30.43,100,1,20
2024-04-24 01:21:00+00:00,0.165,,4224.0,3590.0,3156.0,6378.0,walking,142.0,MPA,standing,standing,2.47,4.22,,77.0,,64.0,30.31,100,1,21
2024-04-24 01:22:00+00:00,0.061,,2634.0,2188.0,1471.0,3726.0,generic,126.0,LPA,standing,sitting_reclining_lying,2.35,2.21,,70.0,,17.0,30.32,100,1,22
2024-04-24 01:23:00+00:00,0.04,,998.0,1455.0,1734.0,2473.0,generic,81.0,LPA,standing,sitting_reclining_lying,2.29,1.86,,61.0,,9.0,30.4,100,1,23
2024-04-24 01:24:00+00:00,0.006,,0.0,68.0,146.0,161.0,still,17.0,sedentary,standing,sitting_reclining_lying,2.35,0.95,,62.0,,0.0,30.22,100,1,24
2024-04-24 01:25:00+00:00,0.047,,1727.0,2097.0,956.0,2879.0,generic,56.0,MPA,standing,standing,2.34,3.24,,55.0,,0.0,30.12,100,1,25
2024-04-24 01:26:00+00:00,0.012,,413.0,175.0,160.0,476.0,still,41.0,sedentary,standing,sitting_reclining_lying,2.25,0.95,,61.0,,0.0,30.04,100,1,26
2024-04-24 01:27:00+00:00,0.083,,2449.0,1995.0,2432.0,3986.0,walking,118.0,MPA,standing,standing,2.12,3.93,,75.0,,48.0,29.91,100,1,27
2024-04-24 01:28:00+00:00,0.147,,4985.0,3911.0,3955.0,7469.0,generic,131.0,VPA,standing,standing,1.97,8.52,,78.0,,50.0,29.64,100,1,28
2024-04-24 01:29:00+00:00,0.203,,3331.0,3190.0,3531.0,5808.0,generic,129.0,VPA,standing,standing,1.89,8.31,,86.0,,31.0,29.44,100,1,29
2024-04-24 01:30:00+00:00,0.084,,2411.0,2226.0,2010.0,3848.0,generic,110.0,MPA,standing,standing,1.77,3.9,,89.0,,29.0,29.51,100,1,30
2024-04-24 01:31:00+00:00,0.003,,0.0,0.0,0.0,0.0,still,8.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,1.69,0.95,,69.0,,0.0,29.58,100,1,31
2024-04-24 01:32:00+00:00,0.12,,2348.0,2017.0,1834.0,3597.0,generic,89.0,VPA,standing,standing,1.7,8.07,,53.0,,18.0,29.7,100,1,32
2024-04-24 01:33:00+00:00,0.059,,746.0,302.0,638.0,1027.0,generic,68.0,MPA,standing,standing,1.69,4.32,,60.0,,18.0,29.75,100,1,33
2024-04-24 01:34:00+00:00,0.056,,2256.0,1944.0,2122.0,3656.0,walking,42.0,MPA,standing,standing,1.78,4.86,,62.0,,23.0,29.85,100,1,34
2024-04-24 01:35:00+00:00,0.043,,1021.0,1106.0,1167.0,1904.0,still,48.0,MPA,standing,standing,1.74,4.89,,63.0,,13.0,29.85,100,1,35
2024-04-24 01:36:00+00:00,0.004,,0.0,2.0,41.0,41.0,still,10.0,sedentary,sitting_reclining_lying,standing,1.8,0.95,,56.0,,0.0,30.07,100,1,36
2024-04-24 01:37:00+00:00,0.001,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,1.8,0.95,50.717464,53.0,19.0,0.0,30.64,100,1,37
2024-04-24 01:38:00+00:00,0.001,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,1.81,0.95,52.017624,53.0,19.0,0.0,31.29,100,1,38
2024-04-24 01:39:00+00:00,0.001,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,1.89,0.95,58.374187,54.0,19.0,0.0,31.81,100,1,39
2024-04-24 01:40:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,1.9,0.95,71.309,54.0,17.0,0.0,32.2,100,1,40
2024-04-24 01:41:00+00:00,0.001,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,1.86,0.95,57.107986,52.0,18.0,0.0,32.47,100,1,41
2024-04-24 01:42:00+00:00,0.001,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,1.9,0.95,54.00899,51.0,19.0,0.0,32.75,100,1,42
2024-04-24 01:43:00+00:00,0.001,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,1.96,0.95,47.080154,51.0,19.0,0.0,33.04,100,1,43
2024-04-24 01:44:00+00:00,0.001,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,1.96,0.95,55.491066,51.0,19.0,0.0,33.24,100,1,44
2024-04-24 01:45:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,1.96,0.95,80.81456,52.0,19.0,0.0,33.42,100,1,45
2024-04-24 01:46:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,1.98,0.95,134.58455,50.0,18.0,0.0,33.61,100,1,46
2024-04-24 01:47:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,1.96,0.95,168.39185,52.0,,0.0,33.78,100,1,47
2024-04-24 01:48:00+00:00,0.003,,0.0,0.0,0.0,0.0,still,7.0,sedentary,sitting_reclining_lying,standing,1.97,0.95,,51.0,,0.0,33.94,100,1,48
2024-04-24 01:49:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,2.0,0.95,,51.0,,0.0,34.03,100,1,49
2024-04-24 01:50:00+00:00,0.001,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,2.0,0.95,57.877502,51.0,16.0,0.0,34.16,100,1,50
2024-04-24 01:51:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,2.02,0.95,57.173725,50.0,17.0,0.0,34.26,100,1,51
2024-04-24 01:52:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,6.0,sedentary,sitting_reclining_lying,standing,2.03,0.95,,51.0,13.0,0.0,34.34,100,1,52
2024-04-24 01:53:00+00:00,0.001,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,2.02,0.95,54.734913,50.0,17.0,0.0,34.49,100,1,53
2024-04-24 01:54:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,2.02,0.95,61.375443,52.0,18.0,0.0,34.62,100,1,54
2024-04-24 01:55:00+00:00,0.003,,0.0,8.0,72.0,72.0,still,4.0,sedentary,sitting_reclining_lying,standing,2.02,0.95,,54.0,,0.0,34.69,100,1,55
2024-04-24 01:56:00+00:00,0.005,,3.0,0.0,59.0,59.0,still,12.0,sedentary,sitting_reclining_lying,standing,2.0,0.95,,52.0,15.0,0.0,34.72,100,1,56
2024-04-24 01:57:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,1.95,0.95,47.224945,52.0,15.0,0.0,34.74,100,1,57
2024-04-24 01:58:00+00:00,0.002,,0.0,0.0,11.0,11.0,still,2.0,sedentary,sitting_reclining_lying,standing,2.03,0.95,,52.0,17.0,0.0,34.78,100,1,58
2024-04-24 01:59:00+00:00,0.001,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,2.06,0.95,38.831776,51.0,17.0,0.0,34.84,100,1,59
2024-04-24 02:00:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,1.0,sedentary,sitting_reclining_lying,standing,2.03,0.95,,52.0,17.0,0.0,34.9,100,2,0
2024-04-24 02:01:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,1.0,sedentary,sitting_reclining_lying,standing,2.03,0.95,,53.0,18.0,0.0,34.95,100,2,1
2024-04-24 02:02:00+00:00,0.001,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,2.05,0.95,44.806328,51.0,17.0,0.0,35.02,100,2,2
2024-04-24 02:03:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,2.07,0.95,55.956924,53.0,16.0,0.0,35.07,100,2,3
2024-04-24 02:04:00+00:00,0.001,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,2.06,0.95,,51.0,16.0,0.0,35.12,100,2,4
2024-04-24 02:05:00+00:00,0.003,,0.0,0.0,0.0,0.0,still,11.0,sedentary,sitting_reclining_lying,standing,2.05,0.95,,52.0,15.0,0.0,35.15,100,2,5
2024-04-24 02:06:00+00:00,0.002,,0.0,0.0,0.0,0.0,still,0.0,sedentary,sitting_reclining_lying,standing,2.07,0.95,46.355953,52.0,16.0,0.0,35.18,100,2,6
