timestamp_unix,timestamp_iso,participant_full_id,activity_class,missing_value_reason
1712707200000,2024-04-10T00:00:00Z,288-1-1-116,walking,
1712707260000,2024-04-10T00:01:00Z,288-1-1-116,walking,
1712707320000,2024-04-10T00:02:00Z,288-1-1-116,walking,
1712707380000,2024-04-10T00:03:00Z,288-1-1-116,walking,
1712707440000,2024-04-10T00:04:00Z,288-1-1-116,walking,
1712707500000,2024-04-10T00:05:00Z,288-1-1-116,walking,
1712707560000,2024-04-10T00:06:00Z,288-1-1-116,walking,
1712707620000,2024-04-10T00:07:00Z,288-1-1-116,,device_not_recording
1712707680000,2024-04-10T00:08:00Z,288-1-1-116,,device_not_recording
1712707740000,2024-04-10T00:09:00Z,288-1-1-116,walking,
1712707800000,2024-04-10T00:10:00Z,288-1-1-116,walking,
1712707860000,2024-04-10T00:11:00Z,288-1-1-116,walking,
1712707920000,2024-04-10T00:12:00Z,288-1-1-116,walking,
1712707980000,2024-04-10T00:13:00Z,288-1-1-116,generic,
1712708040000,2024-04-10T00:14:00Z,288-1-1-116,generic,
1712708100000,2024-04-10T00:15:00Z,288-1-1-116,generic,
1712708160000,2024-04-10T00:16:00Z,288-1-1-116,generic,
1712708220000,2024-04-10T00:17:00Z,288-1-1-116,generic,
1712708280000,2024-04-10T00:18:00Z,288-1-1-116,,device_not_recording
1712708340000,2024-04-10T00:19:00Z,288-1-1-116,generic,
1712708400000,2024-04-10T00:20:00Z,288-1-1-116,generic,
1712708460000,2024-04-10T00:21:00Z,288-1-1-116,generic,
1712708520000,2024-04-10T00:22:00Z,288-1-1-116,generic,
1712708580000,2024-04-10T00:23:00Z,288-1-1-116,generic,
1712708640000,2024-04-10T00:24:00Z,288-1-1-116,,device_not_recording
1712708700000,2024-04-10T00:25:00Z,288-1-1-116,generic,
1712708760000,2024-04-10T00:26:00Z,288-1-1-116,generic,
1712708820000,2024-04-10T00:27:00Z,288-1-1-116,generic,
1712708880000,2024-04-10T00:28:00Z,288-1-1-116,generic,
1712708940000,2024-04-10T00:29:00Z,288-1-1-116,generic,
1712709000000,2024-04-10T00:30:00Z,288-1-1-116,generic,
1712709060000,2024-04-10T00:31:00Z,288-1-1-116,generic,
1712709120000,2024-04-10T00:32:00Z,288-1-1-116,generic,
1712709180000,2024-04-10T00:33:00Z,288-1-1-116,generic,
1712709240000,2024-04-10T00:34:00Z,288-1-1-116,generic,
1712709300000,2024-04-10T00:35:00Z,288-1-1-116,generic,
1712709360000,2024-04-10T00:36:00Z,288-1-1-116,generic,
1712709420000,2024-04-10T00:37:00Z,288-1-1-116,,device_not_recording
1712709480000,2024-04-10T00:38:00Z,288-1-1-116,generic,
1712709540000,2024-04-10T00:39:00Z,288-1-1-116,generic,
1712709600000,2024-04-10T00:40:00Z,288-1-1-116,generic,
1712709660000,2024-04-10T00:41:00Z,288-1-1-116,generic,
1712709720000,2024-04-10T00:42:00Z,288-1-1-116,,device_not_recording
1712709780000,2024-04-10T00:43:00Z,288-1-1-116,generic,
1712709840000,2024-04-10T00:44:00Z,288-1-1-116,generic,
1712709900000,2024-04-10T00:45:00Z,288-1-1-116,generic,
1712709960000,2024-04-10T00:46:00Z,288-1-1-116,generic,
1712710020000,2024-04-10T00:47:00Z,288-1-1-116,generic,
1712710080000,2024-04-10T00:48:00Z,288-1-1-116,generic,
1712710140000,2024-04-10T00:49:00Z,288-1-1-116,generic,
1712710200000,2024-04-10T00:50:00Z,288-1-1-116,generic,
1712710260000,2024-04-10T00:51:00Z,288-1-1-116,generic,
1712710320000,2024-04-10T00:52:00Z,288-1-1-116,generic,
1712710380000,2024-04-10T00:53:00Z,288-1-1-116,generic,
1712710440000,2024-04-10T00:54:00Z,288-1-1-116,generic,
1712710500000,2024-04-10T00:55:00Z,288-1-1-116,generic,
1712710560000,2024-04-10T00:56:00Z,288-1-1-116,generic,
1712710620000,2024-04-10T00:57:00Z,288-1-1-116,generic,
1712710680000,2024-04-10T00:58:00Z,288-1-1-116,generic,
