timestamp_iso,accelerometers_std_g,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,activity_class,activity_counts,activity_intensity,body_position_left,body_position_right,eda_scl_usiemens,met,prv_rmssd_ms,pulse_rate_bpm,respiratory_rate_brpm,sleep_detection_stage,step_counts,temperature_celsius,wearing_detection_percentage,hour,minute
2024-03-10 00:00:00+00:00,0.071,1358.0,2194.0,2906.0,3886.0,generic,87.0,MPA,standing,standing,8.09,4.37,,90.0,,0.0,24.0,33.37,100.0,0,0
2024-03-10 00:01:00+00:00,0.081,1030.0,1243.0,1150.0,1982.0,generic,60.0,VPA,standing,standing,8.16,6.11,,84.0,,0.0,21.0,33.25,100.0,0,1
2024-03-10 00:02:00+00:00,0.021,555.0,291.0,847.0,1053.0,still,34.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,8.07,1.22,,84.0,,0.0,0.0,33.13,100.0,0,2
2024-03-10 00:03:00+00:00,0.044,490.0,1194.0,2650.0,2947.0,generic,68.0,MPA,standing,standing,8.03,3.09,,93.0,,0.0,18.0,33.06,100.0,0,3
2024-03-10 00:04:00+00:00,0.021,179.0,314.0,1300.0,1349.0,generic,67.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,7.98,1.58,,87.0,,0.0,6.0,33.05,100.0,0,4
2024-03-10 00:05:00+00:00,0.012,308.0,307.0,129.0,453.0,generic,42.0,MPA,standing,standing,4.75,3.77,,86.0,,0.0,0.0,33.19,100.0,0,5
2024-03-10 00:06:00+00:00,0.22,5911.0,4853.0,4586.0,8917.0,generic,123.0,VPA,standing,standing,1.76,8.14,,82.0,,0.0,52.0,33.27,100.0,0,6
2024-03-10 00:07:00+00:00,0.089,1508.0,2119.0,2004.0,3283.0,generic,119.0,MPA,standing,standing,5.42,5.03,,81.0,,0.0,6.0,33.18,100.0,0,7
2024-03-10 00:08:00+00:00,0.097,2871.0,2888.0,3389.0,5297.0,generic,110.0,MPA,standing,standing,6.72,3.53,,87.0,,0.0,43.0,33.1,100.0,0,8
2024-03-10 00:09:00+00:00,0.097,2668.0,2322.0,2412.0,4281.0,generic,123.0,VPA,standing,standing,6.36,6.87,,100.0,,0.0,32.0,33.01,100.0,0,9
