timestamp_iso,accelerometers_std_g,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,activity_class,activity_counts,activity_intensity,body_position_left,body_position_right,eda_scl_usiemens,met,prv_rmssd_ms,pulse_rate_bpm,respiratory_rate_brpm,sleep_detection_stage,step_counts,temperature_celsius,wearing_detection_percentage,hour,minute
2024-03-05 00:00:00+00:00,0.025,536.0,983.0,459.0,1210.0,generic,46.0,sedentary,standing,sitting_reclining_lying,0.18,0.99,,95.0,,0.0,5.0,32.36,100.0,0,0
2024-03-05 00:01:00+00:00,0.021,449.0,205.0,105.0,504.0,still,18.0,LPA,standing,sitting_reclining_lying,0.16,2.56,,100.0,,0.0,6.0,32.38,100.0,0,1
2024-03-05 00:02:00+00:00,0.002,0.0,0.0,0.0,0.0,still,1.0,sedentary,standing,sitting_reclining_lying,0.17,0.95,,99.0,,0.0,0.0,32.44,100.0,0,2
2024-03-05 00:03:00+00:00,0.007,32.0,42.0,17.0,55.0,still,13.0,sedentary,standing,sitting_reclining_lying,0.66,0.95,,100.0,,0.0,0.0,32.5,100.0,0,3
2024-03-05 00:04:00+00:00,0.002,0.0,0.0,0.0,0.0,still,0.0,sedentary,standing,sitting_reclining_lying,0.58,0.95,,97.0,,0.0,0.0,32.6,100.0,0,4
2024-03-05 00:05:00+00:00,0.011,89.0,245.0,296.0,394.0,still,17.0,sedentary,standing,sitting_reclining_lying,0.25,1.47,,101.0,,0.0,0.0,32.67,100.0,0,5
2024-03-05 00:06:00+00:00,0.03,372.0,474.0,664.0,896.0,generic,51.0,sedentary,standing,sitting_reclining_lying,0.15,1.39,,101.0,,0.0,0.0,32.83,100.0,0,6
2024-03-05 00:07:00+00:00,0.01,208.0,596.0,476.0,790.0,still,25.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.15,0.95,,100.0,,0.0,0.0,32.99,100.0,0,7
2024-03-05 00:08:00+00:00,0.007,14.0,91.0,30.0,96.0,still,12.0,sedentary,standing,sitting_reclining_lying,0.14,0.95,,100.0,,0.0,0.0,33.01,100.0,0,8
2024-03-05 00:09:00+00:00,0.019,254.0,265.0,185.0,411.0,generic,24.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.12,1.57,,101.0,,0.0,0.0,33.11,100.0,0,9
2024-03-05 00:10:00+00:00,0.026,531.0,1407.0,1310.0,1994.0,generic,42.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.13,1.43,,100.0,,0.0,0.0,33.34,100.0,0,10
2024-03-05 00:11:00+00:00,0.014,254.0,466.0,242.0,583.0,still,20.0,sedentary,standing,sitting_reclining_lying,0.13,1.34,,95.0,,0.0,0.0,33.36,100.0,0,11
2024-03-05 00:12:00+00:00,0.012,369.0,388.0,261.0,595.0,still,17.0,sedentary,standing,sitting_reclining_lying,0.14,1.12,,99.0,,0.0,0.0,33.31,100.0,0,12
2024-03-05 00:13:00+00:00,0.011,85.0,203.0,187.0,288.0,still,7.0,sedentary,miscellaneous,sitting_reclining_lying,0.12,1.08,,100.0,,0.0,0.0,33.38,100.0,0,13
2024-03-05 00:14:00+00:00,0.04,1525.0,1100.0,1188.0,2224.0,generic,51.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.12,2.49,,103.0,,0.0,10.0,33.44,100.0,0,14
2024-03-05 00:15:00+00:00,0.126,4460.0,3435.0,4181.0,7012.0,generic,141.0,MPA,standing,standing,0.17,3.78,,105.0,,0.0,72.0,33.46,100.0,0,15
2024-03-05 00:16:00+00:00,0.037,828.0,1180.0,770.0,1634.0,generic,48.0,LPA,standing,sitting_reclining_lying,0.38,1.91,,105.0,,0.0,5.0,33.39,100.0,0,16
2024-03-05 00:17:00+00:00,0.021,369.0,499.0,385.0,730.0,generic,33.0,sedentary,standing,sitting_reclining_lying,0.77,1.3,,108.0,,0.0,0.0,33.32,100.0,0,17
2024-03-05 00:18:00+00:00,0.016,403.0,345.0,430.0,682.0,still,18.0,LPA,standing,sitting_reclining_lying,1.03,1.7,,101.0,,0.0,0.0,33.29,100.0,0,18
