timestamp_unix,timestamp_iso,participant_full_id,activity_class,missing_value_reason
1713657600000,2024-04-21T00:00:00Z,288-1-1-117,walking,
1713657660000,2024-04-21T00:01:00Z,288-1-1-117,walking,
1713657720000,2024-04-21T00:02:00Z,288-1-1-117,walking,
1713657780000,2024-04-21T00:03:00Z,288-1-1-117,walking,
1713657840000,2024-04-21T00:04:00Z,288-1-1-117,generic,
1713657900000,2024-04-21T00:05:00Z,288-1-1-117,generic,
1713657960000,2024-04-21T00:06:00Z,288-1-1-117,generic,
1713658020000,2024-04-21T00:07:00Z,288-1-1-117,generic,
1713658080000,2024-04-21T00:08:00Z,288-1-1-117,generic,
1713658140000,2024-04-21T00:09:00Z,288-1-1-117,generic,
1713658200000,2024-04-21T00:10:00Z,288-1-1-117,generic,
1713658260000,2024-04-21T00:11:00Z,288-1-1-117,generic,
1713658320000,2024-04-21T00:12:00Z,288-1-1-117,generic,
1713658380000,2024-04-21T00:13:00Z,288-1-1-117,walking,
1713658440000,2024-04-21T00:14:00Z,288-1-1-117,generic,
1713658500000,2024-04-21T00:15:00Z,288-1-1-117,generic,
1713658560000,2024-04-21T00:16:00Z,288-1-1-117,walking,
1713658620000,2024-04-21T00:17:00Z,288-1-1-117,generic,
1713658680000,2024-04-21T00:18:00Z,288-1-1-117,generic,
1713658740000,2024-04-21T00:19:00Z,288-1-1-117,generic,
1713658800000,2024-04-21T00:20:00Z,288-1-1-117,generic,
1713658860000,2024-04-21T00:21:00Z,288-1-1-117,still,
1713658920000,2024-04-21T00:22:00Z,288-1-1-117,walking,
1713658980000,2024-04-21T00:23:00Z,288-1-1-117,walking,
1713659040000,2024-04-21T00:24:00Z,288-1-1-117,still,
1713659100000,2024-04-21T00:25:00Z,288-1-1-117,walking,
1713659160000,2024-04-21T00:26:00Z,288-1-1-117,walking,
1713659220000,2024-04-21T00:27:00Z,288-1-1-117,walking,
1713659280000,2024-04-21T00:28:00Z,288-1-1-117,walking,
1713659340000,2024-04-21T00:29:00Z,288-1-1-117,walking,
1713659400000,2024-04-21T00:30:00Z,288-1-1-117,walking,
1713659460000,2024-04-21T00:31:00Z,288-1-1-117,walking,
1713659520000,2024-04-21T00:32:00Z,288-1-1-117,generic,
1713659580000,2024-04-21T00:33:00Z,288-1-1-117,generic,
1713659640000,2024-04-21T00:34:00Z,288-1-1-117,walking,
1713659700000,2024-04-21T00:35:00Z,288-1-1-117,walking,
1713659760000,2024-04-21T00:36:00Z,288-1-1-117,walking,
1713659820000,2024-04-21T00:37:00Z,288-1-1-117,generic,
1713659880000,2024-04-21T00:38:00Z,288-1-1-117,generic,
1713659940000,2024-04-21T00:39:00Z,288-1-1-117,still,
1713660000000,2024-04-21T00:40:00Z,288-1-1-117,still,
1713660060000,2024-04-21T00:41:00Z,288-1-1-117,still,
1713660120000,2024-04-21T00:42:00Z,288-1-1-117,still,
1713660180000,2024-04-21T00:43:00Z,288-1-1-117,still,
1713660240000,2024-04-21T00:44:00Z,288-1-1-117,still,
1713660300000,2024-04-21T00:45:00Z,288-1-1-117,still,
1713660360000,2024-04-21T00:46:00Z,288-1-1-117,still,
1713660420000,2024-04-21T00:47:00Z,288-1-1-117,still,
1713660480000,2024-04-21T00:48:00Z,288-1-1-117,still,
1713660540000,2024-04-21T00:49:00Z,288-1-1-117,still,
1713660600000,2024-04-21T00:50:00Z,288-1-1-117,still,
1713660660000,2024-04-21T00:51:00Z,288-1-1-117,still,
1713660720000,2024-04-21T00:52:00Z,288-1-1-117,still,
1713660780000,2024-04-21T00:53:00Z,288-1-1-117,still,
1713660840000,2024-04-21T00:54:00Z,288-1-1-117,still,
1713660900000,2024-04-21T00:55:00Z,288-1-1-117,still,
1713660960000,2024-04-21T00:56:00Z,288-1-1-117,still,
1713661020000,2024-04-21T00:57:00Z,288-1-1-117,still,
1713661080000,2024-04-21T00:58:00Z,288-1-1-117,still,
1713661140000,2024-04-21T00:59:00Z,288-1-1-117,still,
1713661200000,2024-04-21T01:00:00Z,288-1-1-117,still,
1713661260000,2024-04-21T01:01:00Z,288-1-1-117,still,
1713661320000,2024-04-21T01:02:00Z,288-1-1-117,still,
1713661380000,2024-04-21T01:03:00Z,288-1-1-117,still,
1713661440000,2024-04-21T01:04:00Z,288-1-1-117,still,
1713661500000,2024-04-21T01:05:00Z,288-1-1-117,still,
1713661560000,2024-04-21T01:06:00Z,288-1-1-117,still,
1713661620000,2024-04-21T01:07:00Z,288-1-1-117,still,
1713661680000,2024-04-21T01:08:00Z,288-1-1-117,still,
1713661740000,2024-04-21T01:09:00Z,288-1-1-117,still,
1713661800000,2024-04-21T01:10:00Z,288-1-1-117,still,
