timestamp_unix,timestamp_iso,participant_full_id,activity_class,missing_value_reason
1710374400000,2024-03-14T00:00:00Z,288-1-1-114,still,
1710374460000,2024-03-14T00:01:00Z,288-1-1-114,still,
1710374520000,2024-03-14T00:02:00Z,288-1-1-114,still,
1710374580000,2024-03-14T00:03:00Z,288-1-1-114,still,
1710374640000,2024-03-14T00:04:00Z,288-1-1-114,still,
1710374700000,2024-03-14T00:05:00Z,288-1-1-114,still,
1710374760000,2024-03-14T00:06:00Z,288-1-1-114,still,
1710374820000,2024-03-14T00:07:00Z,288-1-1-114,still,
1710374880000,2024-03-14T00:08:00Z,288-1-1-114,still,
1710374940000,2024-03-14T00:09:00Z,288-1-1-114,still,
1710375000000,2024-03-14T00:10:00Z,288-1-1-114,still,
1710375060000,2024-03-14T00:11:00Z,288-1-1-114,still,
1710375120000,2024-03-14T00:12:00Z,288-1-1-114,still,
1710375180000,2024-03-14T00:13:00Z,288-1-1-114,still,
1710375240000,2024-03-14T00:14:00Z,288-1-1-114,still,
1710375300000,2024-03-14T00:15:00Z,288-1-1-114,still,
1710375360000,2024-03-14T00:16:00Z,288-1-1-114,still,
1710375420000,2024-03-14T00:17:00Z,288-1-1-114,still,
1710375480000,2024-03-14T00:18:00Z,288-1-1-114,still,
1710375540000,2024-03-14T00:19:00Z,288-1-1-114,still,
1710375600000,2024-03-14T00:20:00Z,288-1-1-114,generic,
1710375660000,2024-03-14T00:21:00Z,288-1-1-114,still,
1710375720000,2024-03-14T00:22:00Z,288-1-1-114,still,
1710375780000,2024-03-14T00:23:00Z,288-1-1-114,still,
1710375840000,2024-03-14T00:24:00Z,288-1-1-114,still,
1710375900000,2024-03-14T00:25:00Z,288-1-1-114,still,
1710375960000,2024-03-14T00:26:00Z,288-1-1-114,still,
1710376020000,2024-03-14T00:27:00Z,288-1-1-114,still,
1710376080000,2024-03-14T00:28:00Z,288-1-1-114,still,
1710376140000,2024-03-14T00:29:00Z,288-1-1-114,still,
1710376200000,2024-03-14T00:30:00Z,288-1-1-114,still,
1710376260000,2024-03-14T00:31:00Z,288-1-1-114,still,
1710376320000,2024-03-14T00:32:00Z,288-1-1-114,still,
1710376380000,2024-03-14T00:33:00Z,288-1-1-114,still,
1710376440000,2024-03-14T00:34:00Z,288-1-1-114,still,
1710376500000,2024-03-14T00:35:00Z,288-1-1-114,still,
1710376560000,2024-03-14T00:36:00Z,288-1-1-114,still,
1710376620000,2024-03-14T00:37:00Z,288-1-1-114,still,
1710376680000,2024-03-14T00:38:00Z,288-1-1-114,still,
1710376740000,2024-03-14T00:39:00Z,288-1-1-114,generic,
1710376800000,2024-03-14T00:40:00Z,288-1-1-114,still,
1710376860000,2024-03-14T00:41:00Z,288-1-1-114,still,
1710376920000,2024-03-14T00:42:00Z,288-1-1-114,still,
1710376980000,2024-03-14T00:43:00Z,288-1-1-114,still,
1710377040000,2024-03-14T00:44:00Z,288-1-1-114,still,
1710377100000,2024-03-14T00:45:00Z,288-1-1-114,still,
1710377160000,2024-03-14T00:46:00Z,288-1-1-114,still,
1710377220000,2024-03-14T00:47:00Z,288-1-1-114,still,
1710377280000,2024-03-14T00:48:00Z,288-1-1-114,still,
1710377340000,2024-03-14T00:49:00Z,288-1-1-114,still,
1710377400000,2024-03-14T00:50:00Z,288-1-1-114,still,
1710377460000,2024-03-14T00:51:00Z,288-1-1-114,still,
1710377520000,2024-03-14T00:52:00Z,288-1-1-114,still,
1710377580000,2024-03-14T00:53:00Z,288-1-1-114,still,
1710377640000,2024-03-14T00:54:00Z,288-1-1-114,still,
1710377700000,2024-03-14T00:55:00Z,288-1-1-114,still,
1710377760000,2024-03-14T00:56:00Z,288-1-1-114,still,
1710377820000,2024-03-14T00:57:00Z,288-1-1-114,still,
1710377880000,2024-03-14T00:58:00Z,288-1-1-114,still,
1710377940000,2024-03-14T00:59:00Z,288-1-1-114,still,
1710378000000,2024-03-14T01:00:00Z,288-1-1-114,still,
1710378060000,2024-03-14T01:01:00Z,288-1-1-114,still,
1710378120000,2024-03-14T01:02:00Z,288-1-1-114,still,
1710378180000,2024-03-14T01:03:00Z,288-1-1-114,still,
1710378240000,2024-03-14T01:04:00Z,288-1-1-114,generic,
1710378300000,2024-03-14T01:05:00Z,288-1-1-114,still,
1710378360000,2024-03-14T01:06:00Z,288-1-1-114,still,
1710378420000,2024-03-14T01:07:00Z,288-1-1-114,still,
1710378480000,2024-03-14T01:08:00Z,288-1-1-114,still,
1710378540000,2024-03-14T01:09:00Z,288-1-1-114,still,
1710378600000,2024-03-14T01:10:00Z,288-1-1-114,still,
1710378660000,2024-03-14T01:11:00Z,288-1-1-114,still,
1710378720000,2024-03-14T01:12:00Z,288-1-1-114,still,
1710378780000,2024-03-14T01:13:00Z,288-1-1-114,still,
1710378840000,2024-03-14T01:14:00Z,288-1-1-114,still,
1710378900000,2024-03-14T01:15:00Z,288-1-1-114,still,
1710378960000,2024-03-14T01:16:00Z,288-1-1-114,still,
1710379020000,2024-03-14T01:17:00Z,288-1-1-114,still,
1710379080000,2024-03-14T01:18:00Z,288-1-1-114,still,
1710379140000,2024-03-14T01:19:00Z,288-1-1-114,still,
1710379200000,2024-03-14T01:20:00Z,288-1-1-114,still,
1710379260000,2024-03-14T01:21:00Z,288-1-1-114,still,
1710379320000,2024-03-14T01:22:00Z,288-1-1-114,still,
1710379380000,2024-03-14T01:23:00Z,288-1-1-114,still,
1710379440000,2024-03-14T01:24:00Z,288-1-1-114,still,
1710379500000,2024-03-14T01:25:00Z,288-1-1-114,still,
1710379560000,2024-03-14T01:26:00Z,288-1-1-114,still,
1710379620000,2024-03-14T01:27:00Z,288-1-1-114,still,
1710379680000,2024-03-14T01:28:00Z,288-1-1-114,still,
1710379740000,2024-03-14T01:29:00Z,288-1-1-114,still,
1710379800000,2024-03-14T01:30:00Z,288-1-1-114,still,
1710379860000,2024-03-14T01:31:00Z,288-1-1-114,still,
1710379920000,2024-03-14T01:32:00Z,288-1-1-114,still,
1710379980000,2024-03-14T01:33:00Z,288-1-1-114,still,
1710380040000,2024-03-14T01:34:00Z,288-1-1-114,still,
1710380100000,2024-03-14T01:35:00Z,288-1-1-114,still,
1710380160000,2024-03-14T01:36:00Z,288-1-1-114,still,
1710380220000,2024-03-14T01:37:00Z,288-1-1-114,still,
1710380280000,2024-03-14T01:38:00Z,288-1-1-114,still,
1710380340000,2024-03-14T01:39:00Z,288-1-1-114,still,
1710380400000,2024-03-14T01:40:00Z,288-1-1-114,still,
1710380460000,2024-03-14T01:41:00Z,288-1-1-114,still,
1710380520000,2024-03-14T01:42:00Z,288-1-1-114,still,
1710380580000,2024-03-14T01:43:00Z,288-1-1-114,still,
1710380640000,2024-03-14T01:44:00Z,288-1-1-114,still,
1710380700000,2024-03-14T01:45:00Z,288-1-1-114,still,
1710380760000,2024-03-14T01:46:00Z,288-1-1-114,still,
1710380820000,2024-03-14T01:47:00Z,288-1-1-114,still,
1710380880000,2024-03-14T01:48:00Z,288-1-1-114,still,
1710380940000,2024-03-14T01:49:00Z,288-1-1-114,still,
1710381000000,2024-03-14T01:50:00Z,288-1-1-114,still,
1710381060000,2024-03-14T01:51:00Z,288-1-1-114,still,
1710381120000,2024-03-14T01:52:00Z,288-1-1-114,still,
1710381180000,2024-03-14T01:53:00Z,288-1-1-114,still,
1710381240000,2024-03-14T01:54:00Z,288-1-1-114,generic,
1710381300000,2024-03-14T01:55:00Z,288-1-1-114,still,
