timestamp_unix,timestamp_iso,participant_full_id,activity_class,missing_value_reason
1703376000000,2023-12-24T00:00:00Z,288-1-1-111,,device_not_recording
1703376060000,2023-12-24T00:01:00Z,288-1-1-111,,device_not_recording
1703376120000,2023-12-24T00:02:00Z,288-1-1-111,,device_not_recording
1703376180000,2023-12-24T00:03:00Z,288-1-1-111,,device_not_recording
1703376240000,2023-12-24T00:04:00Z,288-1-1-111,,device_not_recording
1703376300000,2023-12-24T00:05:00Z,288-1-1-111,,device_not_recording
1703376360000,2023-12-24T00:06:00Z,288-1-1-111,,device_not_recording
1703376420000,2023-12-24T00:07:00Z,288-1-1-111,,device_not_recording
1703376480000,2023-12-24T00:08:00Z,288-1-1-111,,device_not_recording
1703376540000,2023-12-24T00:09:00Z,288-1-1-111,,device_not_recording
1703376600000,2023-12-24T00:10:00Z,288-1-1-111,,device_not_recording
1703376660000,2023-12-24T00:11:00Z,288-1-1-111,,device_not_recording
1703376720000,2023-12-24T00:12:00Z,288-1-1-111,,device_not_recording
1703376780000,2023-12-24T00:13:00Z,288-1-1-111,,device_not_recording
1703376840000,2023-12-24T00:14:00Z,288-1-1-111,,device_not_recording
1703376900000,2023-12-24T00:15:00Z,288-1-1-111,,device_not_recording
1703376960000,2023-12-24T00:16:00Z,288-1-1-111,,device_not_recording
1703377020000,2023-12-24T00:17:00Z,288-1-1-111,,device_not_recording
1703377080000,2023-12-24T00:18:00Z,288-1-1-111,,device_not_recording
1703377140000,2023-12-24T00:19:00Z,288-1-1-111,,device_not_recording
1703377200000,2023-12-24T00:20:00Z,288-1-1-111,,device_not_recording
1703377260000,2023-12-24T00:21:00Z,288-1-1-111,,device_not_recording
1703377320000,2023-12-24T00:22:00Z,288-1-1-111,,device_not_recording
1703377380000,2023-12-24T00:23:00Z,288-1-1-111,,device_not_recording
1703377440000,2023-12-24T00:24:00Z,288-1-1-111,,device_not_recording
1703377500000,2023-12-24T00:25:00Z,288-1-1-111,,device_not_recording
1703377560000,2023-12-24T00:26:00Z,288-1-1-111,,device_not_recording
1703377620000,2023-12-24T00:27:00Z,288-1-1-111,,device_not_recording
1703377680000,2023-12-24T00:28:00Z,288-1-1-111,,device_not_recording
1703377740000,2023-12-24T00:29:00Z,288-1-1-111,,device_not_recording
1703377800000,2023-12-24T00:30:00Z,288-1-1-111,,device_not_recording
1703377860000,2023-12-24T00:31:00Z,288-1-1-111,,device_not_recording
1703377920000,2023-12-24T00:32:00Z,288-1-1-111,,device_not_recording
1703377980000,2023-12-24T00:33:00Z,288-1-1-111,,device_not_recording
1703378040000,2023-12-24T00:34:00Z,288-1-1-111,,device_not_recording
1703378100000,2023-12-24T00:35:00Z,288-1-1-111,,device_not_recording
1703378160000,2023-12-24T00:36:00Z,288-1-1-111,,device_not_recording
1703378220000,2023-12-24T00:37:00Z,288-1-1-111,,device_not_recording
1703378280000,2023-12-24T00:38:00Z,288-1-1-111,,device_not_recording
1703378340000,2023-12-24T00:39:00Z,288-1-1-111,,device_not_recording
1703378400000,2023-12-24T00:40:00Z,288-1-1-111,,device_not_recording
1703378460000,2023-12-24T00:41:00Z,288-1-1-111,,device_not_recording
1703378520000,2023-12-24T00:42:00Z,288-1-1-111,,device_not_recording
1703378580000,2023-12-24T00:43:00Z,288-1-1-111,,device_not_recording
1703378640000,2023-12-24T00:44:00Z,288-1-1-111,,device_not_recording
1703378700000,2023-12-24T00:45:00Z,288-1-1-111,,device_not_recording
1703378760000,2023-12-24T00:46:00Z,288-1-1-111,,device_not_recording
1703378820000,2023-12-24T00:47:00Z,288-1-1-111,,device_not_recording
1703378880000,2023-12-24T00:48:00Z,288-1-1-111,,device_not_recording
1703378940000,2023-12-24T00:49:00Z,288-1-1-111,,device_not_recording
1703379000000,2023-12-24T00:50:00Z,288-1-1-111,,device_not_recording
1703379060000,2023-12-24T00:51:00Z,288-1-1-111,,device_not_recording
1703379120000,2023-12-24T00:52:00Z,288-1-1-111,,device_not_recording
1703379180000,2023-12-24T00:53:00Z,288-1-1-111,,device_not_recording
1703379240000,2023-12-24T00:54:00Z,288-1-1-111,,device_not_recording
1703379300000,2023-12-24T00:55:00Z,288-1-1-111,,device_not_recording
1703379360000,2023-12-24T00:56:00Z,288-1-1-111,,device_not_recording
1703379420000,2023-12-24T00:57:00Z,288-1-1-111,,device_not_recording
1703379480000,2023-12-24T00:58:00Z,288-1-1-111,,device_not_recording
1703379540000,2023-12-24T00:59:00Z,288-1-1-111,,device_not_recording
1703379600000,2023-12-24T01:00:00Z,288-1-1-111,,device_not_recording
1703379660000,2023-12-24T01:01:00Z,288-1-1-111,,device_not_recording
1703379720000,2023-12-24T01:02:00Z,288-1-1-111,,device_not_recording
1703379780000,2023-12-24T01:03:00Z,288-1-1-111,,device_not_recording
1703379840000,2023-12-24T01:04:00Z,288-1-1-111,,device_not_recording
