timestamp_iso,accelerometers_std_g,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,activity_class,activity_counts,activity_intensity,body_position_left,body_position_right,eda_scl_usiemens,met,prv_rmssd_ms,pulse_rate_bpm,respiratory_rate_brpm,sleep_detection_stage,step_counts,temperature_celsius,wearing_detection_percentage,hour,minute
2024-05-07 16:39:00+00:00,0.441,0.0,0.0,0.0,0.0,still,0.0,sedentary,,,0.0,0.95,,,,0.0,0.0,29.32,100.0,16,39
2024-05-07 16:40:00+00:00,0.018,547.0,406.0,491.0,839.0,still,34.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.01,1.15,,73.0,,0.0,0.0,29.28,100.0,16,40
2024-05-07 16:41:00+00:00,0.054,1623.0,1732.0,1658.0,2895.0,generic,80.0,LPA,sitting_reclining_lying,miscellaneous,0.02,2.35,,81.0,,0.0,20.0,29.37,100.0,16,41
2024-05-07 16:43:00+00:00,0.194,2528.0,2601.0,3595.0,5106.0,generic,98.0,MPA,standing,standing,0.01,4.08,,107.0,,0.0,43.0,29.27,100.0,16,43
2024-05-07 16:44:00+00:00,0.052,1160.0,1469.0,1383.0,2327.0,generic,95.0,LPA,sitting_reclining_lying,sitting_reclining_lying,0.04,2.68,,99.0,,0.0,16.0,29.39,100.0,16,44
2024-05-07 16:45:00+00:00,0.008,28.0,55.0,0.0,61.0,generic,37.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.05,0.95,,81.0,,0.0,0.0,29.43,100.0,16,45
2024-05-07 16:46:00+00:00,0.019,364.0,852.0,408.0,1012.0,generic,58.0,sedentary,sitting_reclining_lying,miscellaneous,0.04,1.49,,82.0,,0.0,7.0,29.35,100.0,16,46
2024-05-07 16:47:00+00:00,0.017,648.0,928.0,869.0,1426.0,still,31.0,sedentary,sitting_reclining_lying,standing,0.05,1.45,,69.0,,0.0,5.0,29.3,100.0,16,47
2024-05-07 16:48:00+00:00,0.016,124.0,830.0,367.0,915.0,generic,43.0,sedentary,sitting_reclining_lying,standing,0.03,1.35,,52.0,,0.0,0.0,29.37,100.0,16,48
2024-05-07 16:49:00+00:00,0.147,3847.0,3705.0,4125.0,6748.0,generic,136.0,MPA,standing,standing,0.04,3.95,,82.0,,0.0,83.0,29.42,100.0,16,49
2024-05-07 16:50:00+00:00,0.238,6046.0,2992.0,3184.0,7459.0,walking,131.0,MPA,standing,standing,0.05,5.35,,105.0,,0.0,97.0,29.32,100.0,16,50
2024-05-07 16:51:00+00:00,0.198,4311.0,4217.0,4829.0,7725.0,generic,138.0,VPA,standing,standing,0.04,6.19,,112.0,,0.0,48.0,29.33,100.0,16,51
2024-05-07 16:52:00+00:00,0.264,4800.0,3371.0,3948.0,7070.0,walking,131.0,VPA,standing,standing,0.04,6.03,,104.0,,0.0,86.0,29.48,100.0,16,52
2024-05-07 16:53:00+00:00,0.098,3165.0,2549.0,3141.0,5136.0,generic,73.0,MPA,standing,standing,0.06,5.25,,99.0,,0.0,34.0,29.49,100.0,16,53
2024-05-07 16:54:00+00:00,0.108,2293.0,2431.0,3564.0,4885.0,generic,99.0,MPA,standing,standing,0.07,4.82,,92.0,,0.0,40.0,29.53,100.0,16,54
2024-05-07 16:55:00+00:00,0.234,5162.0,4161.0,5139.0,8388.0,generic,134.0,MPA,standing,standing,0.03,5.56,,82.0,,0.0,83.0,29.99,100.0,16,55
2024-05-07 16:56:00+00:00,0.041,1149.0,740.0,551.0,1473.0,generic,52.0,MPA,standing,standing,0.0,4.3,,80.0,,0.0,11.0,30.09,100.0,16,56
2024-05-07 16:57:00+00:00,0.011,89.0,94.0,22.0,131.0,generic,51.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.0,0.95,,65.0,,0.0,0.0,30.17,100.0,16,57
