timestamp_unix,timestamp_iso,participant_full_id,activity_class,missing_value_reason
1711065600000,2024-03-22T00:00:00Z,288-1-1-115,,device_not_recording
1711065660000,2024-03-22T00:01:00Z,288-1-1-115,,device_not_recording
1711065720000,2024-03-22T00:02:00Z,288-1-1-115,,device_not_recording
1711065780000,2024-03-22T00:03:00Z,288-1-1-115,,device_not_recording
1711065840000,2024-03-22T00:04:00Z,288-1-1-115,,device_not_recording
1711065900000,2024-03-22T00:05:00Z,288-1-1-115,,device_not_recording
1711065960000,2024-03-22T00:06:00Z,288-1-1-115,,device_not_recording
1711066020000,2024-03-22T00:07:00Z,288-1-1-115,,device_not_recording
1711066080000,2024-03-22T00:08:00Z,288-1-1-115,,device_not_recording
1711066140000,2024-03-22T00:09:00Z,288-1-1-115,,device_not_recording
1711066200000,2024-03-22T00:10:00Z,288-1-1-115,,device_not_recording
1711066260000,2024-03-22T00:11:00Z,288-1-1-115,,device_not_recording
1711066320000,2024-03-22T00:12:00Z,288-1-1-115,,device_not_recording
1711066380000,2024-03-22T00:13:00Z,288-1-1-115,,device_not_recording
1711066440000,2024-03-22T00:14:00Z,288-1-1-115,,device_not_recording
1711066500000,2024-03-22T00:15:00Z,288-1-1-115,,device_not_recording
1711066560000,2024-03-22T00:16:00Z,288-1-1-115,,device_not_recording
1711066620000,2024-03-22T00:17:00Z,288-1-1-115,,device_not_recording
1711066680000,2024-03-22T00:18:00Z,288-1-1-115,,device_not_recording
1711066740000,2024-03-22T00:19:00Z,288-1-1-115,,device_not_recording
1711066800000,2024-03-22T00:20:00Z,288-1-1-115,,device_not_recording
1711066860000,2024-03-22T00:21:00Z,288-1-1-115,,device_not_recording
1711066920000,2024-03-22T00:22:00Z,288-1-1-115,,device_not_recording
1711066980000,2024-03-22T00:23:00Z,288-1-1-115,,device_not_recording
1711067040000,2024-03-22T00:24:00Z,288-1-1-115,,device_not_recording
1711067100000,2024-03-22T00:25:00Z,288-1-1-115,,device_not_recording
1711067160000,2024-03-22T00:26:00Z,288-1-1-115,,device_not_recording
1711067220000,2024-03-22T00:27:00Z,288-1-1-115,,device_not_recording
1711067280000,2024-03-22T00:28:00Z,288-1-1-115,,device_not_recording
1711067340000,2024-03-22T00:29:00Z,288-1-1-115,,device_not_recording
1711067400000,2024-03-22T00:30:00Z,288-1-1-115,,device_not_recording
1711067460000,2024-03-22T00:31:00Z,288-1-1-115,,device_not_recording
1711067520000,2024-03-22T00:32:00Z,288-1-1-115,,device_not_recording
1711067580000,2024-03-22T00:33:00Z,288-1-1-115,,device_not_recording
1711067640000,2024-03-22T00:34:00Z,288-1-1-115,,device_not_recording
1711067700000,2024-03-22T00:35:00Z,288-1-1-115,,device_not_recording
1711067760000,2024-03-22T00:36:00Z,288-1-1-115,,device_not_recording
1711067820000,2024-03-22T00:37:00Z,288-1-1-115,,device_not_recording
1711067880000,2024-03-22T00:38:00Z,288-1-1-115,,device_not_recording
1711067940000,2024-03-22T00:39:00Z,288-1-1-115,,device_not_recording
1711068000000,2024-03-22T00:40:00Z,288-1-1-115,,device_not_recording
1711068060000,2024-03-22T00:41:00Z,288-1-1-115,,device_not_recording
1711068120000,2024-03-22T00:42:00Z,288-1-1-115,,device_not_recording
1711068180000,2024-03-22T00:43:00Z,288-1-1-115,,device_not_recording
1711068240000,2024-03-22T00:44:00Z,288-1-1-115,,device_not_recording
1711068300000,2024-03-22T00:45:00Z,288-1-1-115,,device_not_worn_correctly
1711068360000,2024-03-22T00:46:00Z,288-1-1-115,generic,
1711068420000,2024-03-22T00:47:00Z,288-1-1-115,generic,
1711068480000,2024-03-22T00:48:00Z,288-1-1-115,generic,
1711068540000,2024-03-22T00:49:00Z,288-1-1-115,generic,
1711068600000,2024-03-22T00:50:00Z,288-1-1-115,generic,
1711068660000,2024-03-22T00:51:00Z,288-1-1-115,still,
1711068720000,2024-03-22T00:52:00Z,288-1-1-115,generic,
1711068780000,2024-03-22T00:53:00Z,288-1-1-115,generic,
